gene,n.sh_sgRNAs.raw,n.sh_sgRNAs.passFilter.3VS1.A375_VS_plasmid,B.3VS1.A375_VS_plasmid,z.3VS1.A375_VS_plasmid,pval.3VS1.A375_VS_plasmid,FDR.3VS1.A375_VS_plasmid,B.sd.3VS1.A375_VS_plasmid
TRIM43,4,4,-1.8125580550930989,-2.0501597938176976,0.04034884003936239,0.3428997323944875,0.6955948099335535
HNRNPCL4,4,4,-1.8122004577436863,-1.9338621464615495,0.05313007933881561,0.38631727989185627,0.7543690275759292
CENPE,4,4,-1.8119901655456405,-2.3361542103766273,0.019483205801717512,0.25865696204245825,0.5728151221027302
MEPCE,4,4,-1.811276269536214,-2.0949450546313986,0.03617587710816509,0.3278471024980367,0.673978786878462
DNAJC13,4,4,-1.810975025562015,-2.079252764908306,0.03759412416472753,0.33125658213479864,0.681175603980494
CWC25,4,4,-1.8104536122449573,-2.5441098660121697,0.010955661948325392,0.2103822224454876,0.4986480152918128
ZNF574,4,4,-1.8093675820680677,-2.540066651904946,0.011083134522317375,0.2115517007604052,0.4996793963313993
UFC1,4,4,-1.8087224056868108,-2.8834465754384313,0.003933493627066545,0.179858525584026,0.3984021831286702
SLC7A1,4,4,-1.808529770212472,-2.0020629002259662,0.045277966991813724,0.36232685129112663,0.7176280451550177
IBA57,4,4,-1.8085233028520291,-2.108819744817403,0.03496014362839825,0.3234396018468354,0.6665807690964196
FLCN,4,4,-1.805897123165905,-1.7091711942775587,0.08741924300492422,0.47820130590292914,0.8851535243207873
NDUFAF4,4,4,-1.8039914826310197,-2.299142353704824,0.0214968571500153,0.26734824152245795,0.5845685994340815
OST4,4,4,-1.7975423495019847,-2.0703269050786437,0.03842174169655602,0.33280387213263213,0.6802929037922412
TRIM37,4,4,-1.796453418273366,-2.2364286099706936,0.02532370880836377,0.28504831946658227,0.607164887957372
EAPP,4,4,-1.7961900503115893,-1.5425084606369124,0.1229500835600378,0.5525381958812609,1.001155764159885
CEP85,4,4,-1.7958516616604967,-2.910974683658299,0.003603032098453603,0.179858525584026,0.3884384496683199
PPIP5K2,4,4,-1.7953322708622697,-3.1645722032629195,0.0015531112125000948,0.179858525584026,0.3280163681104301
