gene,fdr,category
HGS,2.339178810966248e-5,1
PSMB6,2.339178810966248e-5,1
SNRPC,2.339178810966248e-5,1
GINS2,2.339178810966248e-5,1
LSM4,2.339178810966248e-5,1
DMAP1,2.339178810966248e-5,1
BCCIP,2.339178810966248e-5,1
RPAP1,2.339178810966248e-5,1
GINS4,2.339178810966248e-5,1
BUB1B,2.339178810966248e-5,1
NAA50,2.339178810966248e-5,1
IMP4,2.339178810966248e-5,1
UTP15,2.339178810966248e-5,1
BIRC5,2.339178810966248e-5,1
USP37,2.339178810966248e-5,1
RPL31,2.339178810966248e-5,1
DHX8,2.339178810966248e-5,1
ELL,2.339178810966248e-5,1
TTC1,2.339178810966248e-5,1
WDR75,2.339178810966248e-5,1
LARS2,2.339178810966248e-5,1
ELP2,2.339178810966248e-5,1
PNISR,2.339178810966248e-5,1
ARMC7,2.339178810966248e-5,1
SPATA5,2.339178810966248e-5,1
NOC2L,2.339178810966248e-5,1
UTP6,2.339178810966248e-5,1
GTF3C1,2.339178810966248e-5,1
GFER,2.339178810966248e-5,1
MRPL27,2.339178810966248e-5,1
MRPS14,2.339178810966248e-5,1
RPL10A,2.339178810966248e-5,1
CPSF4,2.339178810966248e-5,1
KANSL3,2.339178810966248e-5,1
MPHOSPH10,2.339178810966248e-5,1
LENG1,2.339178810966248e-5,1
RPS21,2.339178810966248e-5,1
MRPL22,2.339178810966248e-5,1
SKA1,2.339178810966248e-5,1
RPF2,2.339178810966248e-5,1
RPS13,2.339178810966248e-5,1
RRP15,2.339178810966248e-5,1
ZNHIT6,2.339178810966248e-5,1
CHMP2A,2.339178810966248e-5,1
RPL11,2.339178810966248e-5,1
NUFIP1,2.339178810966248e-5,1
DGCR8,2.339178810966248e-5,1
TAF1C,2.339178810966248e-5,1
RFC2,2.339178810966248e-5,1
BYSL,2.339178810966248e-5,1
PLRG1,2.339178810966248e-5,1
POLR3A,2.339178810966248e-5,1
CDCA8,2.339178810966248e-5,1
UNC45A,2.339178810966248e-5,1
THOC5,2.339178810966248e-5,1
TRAIP,2.339178810966248e-5,1
EIF4E,2.339178810966248e-5,1
VHL,2.339178810966248e-5,1
PI4KA,2.339178810966248e-5,1
CSNK1A1,2.339178810966248e-5,1
SRSF1,2.339178810966248e-5,1
MTHFD1,2.339178810966248e-5,1
METTL16,2.339178810966248e-5,1
PRKDC,2.339178810966248e-5,1
RBBP5,2.339178810966248e-5,1
POP5,2.339178810966248e-5,1
SNRNP35,2.339178810966248e-5,1
RBM17,2.339178810966248e-5,1
CPSF2,2.339178810966248e-5,1
SF3B4,2.339178810966248e-5,1
STX18,2.339178810966248e-5,1
RABGGTA,2.339178810966248e-5,1
PARN,2.339178810966248e-5,1
PMF1,2.339178810966248e-5,1
MRPS10,2.339178810966248e-5,1
DDX18,2.339178810966248e-5,1
NUP133,2.339178810966248e-5,1
USP5,2.339178810966248e-5,1
NSMCE4A,2.339178810966248e-5,1
TTF2,2.339178810966248e-5,1
NUP85,2.339178810966248e-5,1
NCAPD3,2.339178810966248e-5,1
CNOT1,2.339178810966248e-5,1
SAMM50,2.339178810966248e-5,1
FDX1L,2.339178810966248e-5,1
CENPN,2.339178810966248e-5,1
ASCC3,2.339178810966248e-5,1
NOB1,2.339178810966248e-5,1
RBM19,2.339178810966248e-5,1
ATXN7L3,2.339178810966248e-5,1
RPL36A,2.339178810966248e-5,1
TEN1,2.339178810966248e-5,1
TTK,2.339178810966248e-5,1
CCDC84,2.339178810966248e-5,1
MRPS5,2.339178810966248e-5,1
MCM6,2.339178810966248e-5,1
DNTTIP2,2.339178810966248e-5,1
CTU2,2.339178810966248e-5,1
WDR61,2.339178810966248e-5,1
PSMD8,2.339178810966248e-5,1
VPS18,2.339178810966248e-5,1
PMVK,2.339178810966248e-5,1
SKIV2L2,2.339178810966248e-5,1
CDT1,2.339178810966248e-5,1
RPLP0,2.339178810966248e-5,1
PET117,2.339178810966248e-5,1
CHAF1A,2.339178810966248e-5,1
RUVBL1,2.339178810966248e-5,1
PLK4,2.339178810966248e-5,1
ESF1,2.339178810966248e-5,1
LAGE3,2.339178810966248e-5,1
POLR3F,2.339178810966248e-5,1
SUGT1,2.339178810966248e-5,1
GMPPB,2.339178810966248e-5,1
ZC3H18,2.339178810966248e-5,1
NOL10,2.339178810966248e-5,1
NOP10,2.339178810966248e-5,1
XRN1,2.339178810966248e-5,1
ERCC3,2.339178810966248e-5,1
HUS1,2.339178810966248e-5,1
SEPT7,2.339178810966248e-5,1
COPB2,2.339178810966248e-5,1
KIAA0100,2.339178810966248e-5,1
GTF2A2,2.339178810966248e-5,1
TAF13,2.339178810966248e-5,1
CLASRP,2.339178810966248e-5,1
RPL18,2.339178810966248e-5,1
PNPT1,2.339178810966248e-5,1
POLA1,2.339178810966248e-5,1
GPKOW,2.339178810966248e-5,1
MYBL2,2.339178810966248e-5,1
UPF2,2.339178810966248e-5,1
GRWD1,2.339178810966248e-5,1
CHMP6,2.339178810966248e-5,1
RTTN,2.339178810966248e-5,1
SLC25A26,2.339178810966248e-5,1
PNO1,2.339178810966248e-5,1
ATIC,2.339178810966248e-5,1
ARCN1,2.339178810966248e-5,1
RPP21,2.339178810966248e-5,1
ATP6V1C1,2.339178810966248e-5,1
CTDP1,2.339178810966248e-5,1
ATL2,2.339178810966248e-5,1
ATP6AP2,2.339178810966248e-5,1
EEF2,2.339178810966248e-5,1
DCTN5,2.339178810966248e-5,1
ALG1,2.339178810966248e-5,1
HYOU1,2.339178810966248e-5,1
RPL8,2.339178810966248e-5,1
PGK1,2.339178810966248e-5,1
WDR74,2.339178810966248e-5,1
DCTN4,2.339178810966248e-5,1
BRCA2,2.339178810966248e-5,1
DDX55,2.339178810966248e-5,1
PSMB7,2.339178810966248e-5,1
PDCD7,2.339178810966248e-5,1
TICRR,2.339178810966248e-5,1
RPS27,2.339178810966248e-5,1
TUBGCP5,2.339178810966248e-5,1
PTPN23,2.339178810966248e-5,1
DNA2,2.339178810966248e-5,1
RPLP2,2.339178810966248e-5,1
SOD2,2.339178810966248e-5,1
TERF2,4.624272562719404e-5,1
SENP6,4.624272562719404e-5,1
OIP5,4.624272562719404e-5,1
LENG8,4.624272562719404e-5,1
PTK2,4.624272562719404e-5,1
CDC16,4.624272562719404e-5,1
TRAPPC3,6.71140229320853e-5,1
CD3EAP,6.71140229320853e-5,1
ORAOV1,6.71140229320853e-5,1
ILK,6.71140229320853e-5,1
RPP14,6.71140229320853e-5,1
VPS13D,6.71140229320853e-5,1
LUC7L3,6.71140229320853e-5,1
GMPS,6.71140229320853e-5,1
C9orf78,6.71140229320853e-5,1
PRPF19,6.71140229320853e-5,1
AQR,6.71140229320853e-5,1
NAE1,6.71140229320853e-5,1
GUK1,6.71140229320853e-5,1
MRTO4,6.71140229320853e-5,1
SNIP1,6.71140229320853e-5,1
ZNF207,6.71140229320853e-5,1
COA5,6.71140229320853e-5,1
STX5,6.71140229320853e-5,1
YARS,8.686201447887697e-5,1
MCM10,8.686201447887697e-5,1
NAT10,8.686201447887697e-5,1
DDX54,8.686201447887697e-5,1
ELP3,8.686201447887697e-5,1
TFB1M,8.686201447887697e-5,1
RPL3,8.686201447887697e-5,1
THOC7,8.686201447887697e-5,1
GMNN,8.686201447887697e-5,1
ESPL1,8.686201447887697e-5,1
SF3B2,8.686201447887697e-5,1
EXOC4,8.686201447887697e-5,1
CYFIP1,8.686201447887697e-5,1
RPA2,8.686201447887697e-5,1
PSMD2,8.686201447887697e-5,1
DDX27,8.686201447887697e-5,1
TBCC,8.686201447887697e-5,1
TBCD,8.686201447887697e-5,1
PSMG3,1.011121275721002e-4,1
METAP2,1.011121275721002e-4,1
RNF20,1.011121275721002e-4,1
C18orf21,1.011121275721002e-4,1
YEATS2,1.011121275721002e-4,1
RPS4X,1.011121275721002e-4,1
HNRNPU,1.011121275721002e-4,1
COG2,1.011121275721002e-4,1
PSMG1,1.011121275721002e-4,1
PSMD4,1.011121275721002e-4,1
NKAP,1.011121275721002e-4,1
BRF1,1.011121275721002e-4,1
LARS,1.011121275721002e-4,1
PRPF40A,1.011121275721002e-4,1
RPS5,1.011121275721002e-4,1
MRPL39,1.011121275721002e-4,1
INTS5,1.011121275721002e-4,1
TRMT61A,1.011121275721002e-4,1
PSMB3,1.011121275721002e-4,1
PSMD7,1.011121275721002e-4,1
PDCD5,1.011121275721002e-4,1
RNGTT,1.011121275721002e-4,1
ALG2,1.011121275721002e-4,1
MRPL53,1.011121275721002e-4,1
DDX24,1.011121275721002e-4,1
DYNC1H1,1.011121275721002e-4,1
NVL,1.011121275721002e-4,1
MRPS24,1.011121275721002e-4,1
SPC24,1.011121275721002e-4,1
TEX10,1.011121275721002e-4,1
CPSF1,1.011121275721002e-4,1
NUP62,1.011121275721002e-4,1
CTU1,1.011121275721002e-4,1
TAF1B,1.011121275721002e-4,1
DHX33,1.159419062826749e-4,1
RFC4,1.159419062826749e-4,1
EIF3H,1.159419062826749e-4,1
DIS3,1.159419062826749e-4,1
PDCD11,1.159419062826749e-4,1
SMC5,1.159419062826749e-4,1
TOMM40,1.159419062826749e-4,1
ECT2,1.159419062826749e-4,1
SLC30A9,1.159419062826749e-4,1
MAK16,1.159419062826749e-4,1
CDC6,1.159419062826749e-4,1
MFN2,1.159419062826749e-4,1
DROSHA,1.159419062826749e-4,1
PSMD14,1.159419062826749e-4,1
TIMELESS,1.159419062826749e-4,1
NAF1,1.159419062826749e-4,1
ZC3H8,1.159419062826749e-4,1
SF3A3,1.159419062826749e-4,1
NAA25,1.159419062826749e-4,1
RRP36,1.159419062826749e-4,1
MCM7,1.159419062826749e-4,1
RAD51D,1.159419062826749e-4,1
DHX15,1.159419062826749e-4,1
DDX21,1.159419062826749e-4,1
CHMP3,1.159419062826749e-4,1
DDX56,1.159419062826749e-4,1
EIF2S1,1.159419062826749e-4,1
ENO1,1.159419062826749e-4,1
RBBP4,1.159419062826749e-4,1
FNBP4,1.159419062826749e-4,1
ELAC2,1.351349921200096e-4,1
URB1,1.542910613983523e-4,1
CEP85,1.707778078784182e-4,1
SOD1,1.707778078784182e-4,1
PPWD1,1.707778078784182e-4,1
MRPS2,1.707778078784182e-4,1
RCC1,1.707778078784182e-4,1
C1QBP,1.707778078784182e-4,1
ATP6V1H,1.707778078784182e-4,1
PARS2,1.707778078784182e-4,1
ATP6V0C,1.707778078784182e-4,1
ANAPC4,1.707778078784182e-4,1
RBBP8,1.707778078784182e-4,1
MRPL9,1.707778078784182e-4,1
EIF2B1,1.8099528356345176e-4,1
COASY,1.8099528356345176e-4,1
C12orf45,1.8099528356345176e-4,1
CDK12,1.8099528356345176e-4,1
GNL2,1.8099528356345176e-4,1
PKMYT1,1.8099528356345176e-4,1
RPS15A,1.8099528356345176e-4,1
RBM14,1.8099528356345176e-4,1
COPS4,1.8099528356345176e-4,1
ORC2,1.8099528356345176e-4,1
SEH1L,1.8099528356345176e-4,1
TOP2A,1.8099528356345176e-4,1
CDC23,1.8099528356345176e-4,1
GNL3,1.8099528356345176e-4,1
CENPM,1.8099528356345176e-4,1
ATP5A1,1.8099528356345176e-4,1
NOL6,1.8099528356345176e-4,1
EXOSC9,1.8099528356345176e-4,1
DARS,1.8099528356345176e-4,1
IPO9,1.8099528356345176e-4,1
FARSB,1.8099528356345176e-4,1
PFAS,1.8099528356345176e-4,1
RPL27A,1.8099528356345176e-4,1
DOT1L,1.8099528356345176e-4,1
CHD4,1.8099528356345176e-4,1
CNOT3,1.8099528356345176e-4,1
DIEXF,1.8099528356345176e-4,1
INCENP,1.8099528356345176e-4,1
WDR77,1.8099528356345176e-4,1
GTF2E2,1.8099528356345176e-4,1
EXOC1,1.8099528356345176e-4,1
WDR92,1.8099528356345176e-4,1
NDUFAB1,1.8099528356345176e-4,1
TAF4,2.1621598739201536e-4,1
MRPS34,2.1621598739201536e-4,1
CFDP1,2.1621598739201536e-4,1
SACM1L,2.336026278875997e-4,1
PAF1,2.466957741609338e-4,1
DSCC1,2.466957741609338e-4,1
SNRPB,2.466957741609338e-4,1
EFTUD2,2.466957741609338e-4,1
SAMD4B,2.466957741609338e-4,1
SPDL1,2.466957741609338e-4,1
NARS,2.466957741609338e-4,1
DIMT1,2.466957741609338e-4,1
ANAPC5,2.466957741609338e-4,1
GLE1,2.466957741609338e-4,1
XRCC5,2.466957741609338e-4,1
METTL17,2.466957741609338e-4,1
SNRNP70,2.466957741609338e-4,1
ROMO1,2.466957741609338e-4,1
CUL2,2.6109632942247286e-4,1
BCAS2,2.6109632942247286e-4,1
PSMC2,2.6109632942247286e-4,1
ATP6V1E1,2.6109632942247286e-4,1
RPAP2,2.6109632942247286e-4,1
SMG5,2.6109632942247286e-4,1
HMGCR,2.6109632942247286e-4,1
INTS4,2.6109632942247286e-4,1
MRPS23,2.6109632942247286e-4,1
LSM7,2.6109632942247286e-4,1
DDX51,2.6109632942247286e-4,1
PRC1,2.9034982081464056e-4,1
CLNS1A,2.9034982081464056e-4,1
RPL29,2.9034982081464056e-4,1
ALG14,2.9034982081464056e-4,1
TFAM,2.9034982081464056e-4,1
DHFR,2.9034982081464056e-4,1
