gene,sgRNA,B1,B2,B3,A1,A2,A3
OTUD6A,OTUD6A-10,4356,4196,3725,3941,3811,3296
COPS6,COPS6-9,6339,6220,5857,5901,5863,4837
OR9Q2,OR9Q2-6,4477,4137,4032,4060,3846,3481
DMRTC2,DMRTC2-1,4517,4339,3973,4416,3744,3461
LHX5,LHX5-3,2145,2122,2063,2258,1811,1708
FAM71B,FAM71B-9,5777,6048,5732,5229,5547,5057
LYZL6,LYZL6-5,4050,4349,4153,4156,3708,3493
DMRTB1,DMRTB1-1,4492,4720,4068,4473,3849,3705
LYZL6,LYZL6-7,3674,3687,3645,3372,3338,3273
HTR3D,HTR3D-3,4838,4897,4963,4607,4733,4008
CYP7A1,CYP7A1-6,3683,3411,3369,3072,3427,3012
DMRTB1,DMRTB1-8,3618,3405,3368,3429,3065,2961
IL1F10,IL1F10-9,4326,4784,4255,4168,4106,3855
OC90,OC90-8,1943,2152,2016,1709,2073,1823
OC90,OC90-7,3701,4012,3471,3409,3461,3312
OR9Q2,OR9Q2-7,1434,1375,1199,1137,1521,1073
RPS24,RPS24-11,4936,5118,4803,4989,4550,4076
MRGPRD,MRGPRD-1,6172,6120,5412,5568,5799,4820
SAGE1,SAGE1-9,2212,2450,2062,2147,2012,2052
RNASE9,RNASE9-7,2590,2593,2522,2816,2577,1842
SPATA16,SPATA16-1,4532,4686,4610,3791,4893,4097
FCRL4,FCRL4-9,1066,1088,1031,920,1144,962
TAAR8,TAAR8-6,2259,2072,2143,2026,2098,1913
SPATA16,SPATA16-3,2618,2670,2556,2408,2488,2398
RPTN,RPTN-9,7761,7736,7476,7245,7231,6614
COPZ1,COPZ1-8,3679,3813,3608,3664,3365,3268
DMRTB1,DMRTB1-4,5637,5502,5349,5618,5002,4658
DMRTC2,DMRTC2-9,3423,3484,2956,3257,3051,2896
RPS24,RPS24-12,7110,6586,6615,6855,6703,5313
OR9Q2,OR9Q2-4,2729,2848,2489,2699,2883,2060
DMRTC2,DMRTC2-7,5792,5265,5089,5350,5039,4592
COPS8,COPS8-11,2573,2471,2182,2205,2154,2446
OC90,OC90-9,3288,3315,3447,3160,3231,3020
LYZL6,LYZL6-9,3453,3517,3281,3245,3409,2959
PSMA3,PSMA3-4,1854,1801,1726,1550,1900,1689
MRGPRD,MRGPRD-6,2945,2756,2635,2744,2601,2508
RPL35A,RPL35A-7,4272,4189,3601,3720,3841,3689
COPS2,COPS2-7,3781,3421,3149,3661,3063,3018
PSMD1,PSMD1-17,2251,2116,1976,1996,2039,1993
CABP5,CABP5-7,3182,2940,2949,3302,2810,2496
COPS8,COPS8-8,5790,5869,5216,5732,5571,4490
IL1F10,IL1F10-2,1039,1118,1025,1100,1104,909
PIWIL3,PIWIL3-6,4455,4602,4640,4698,4196,3974
ADH7,ADH7-8,1283,1199,1264,1315,1138,1191
TGM6,TGM6-4,2233,2122,2287,2018,2224,2108
RNASE9,RNASE9-11,3253,3301,3311,3623,3009,2763
LYZL6,LYZL6-3,3785,3668,3576,3905,3604,2967
TPH2,TPH2-3,2835,2654,2590,2635,2584,2465
TRIM42,TRIM42-3,3635,3334,3073,3248,3251,2991
PSMA3,PSMA3-9,3863,3956,3568,3794,3747,3227
DMRTC2,DMRTC2-5,4948,4673,4597,4663,4539,4166
KRT9,KRT9-1,3622,3504,3456,3600,3468,2984
ADH7,ADH7-1,3967,3675,3734,3682,3562,3516
TAS2R13,TAS2R13-4,1843,1820,1595,1868,1621,1605
HTR3D,HTR3D-8,1609,1351,1666,1419,1501,1575
SPATA16,SPATA16-4,4030,4062,3954,4122,3935,3397
RPL9,RPL9-1,3695,3703,3296,3377,3656,3140
KRT74,KRT74-6,2638,2509,2503,2651,2528,2190
CABP5,CABP5-9,4613,4699,4279,4401,4418,4036
RXFP2,RXFP2-2,1820,1676,1629,1647,1801,1550
SPATA16,SPATA16-10,4115,3890,3361,3673,3808,3312
KRT9,KRT9-2,5477,5259,5110,5168,5332,4489
CRYGB,CRYGB-6,5095,5274,4605,4826,4686,4665
RPS7,RPS7-7,3083,3209,2709,2892,3003,2745
RPL9,RPL9-8,1044,1058,999,1183,936,1003
IL22,IL22-9,5555,6070,5249,5506,5488,5001
OTUD6A,OTUD6A-3,5406,5327,4929,5005,5517,4420
ADH7,ADH7-4,2211,2072,1921,2325,2075,1716
KRT9,KRT9-5,3825,3571,3211,3536,3589,3078
RNASE9,RNASE9-1,1979,1896,1868,1920,1896,1828
PIWIL3,PIWIL3-2,1693,1651,1784,1751,1743,1573
DMRTC2,DMRTC2-6,6139,5920,5557,5533,5776,5407
RPL30,RPL30-10,3478,3284,3215,3464,3098,3095
PSMC2,PSMC2-10,3896,3874,3937,3818,3808,3651
CYP7A1,CYP7A1-4,6459,6405,6003,6088,6158,5684
COPS2,COPS2-2,5575,5673,5267,5458,5056,5262
TRIM42,TRIM42-7,5861,5825,5217,5954,5192,5014
NLRP5,NLRP5-9,3103,2850,2702,2853,2858,2721
DMRTB1,DMRTB1-6,4992,4821,4671,4898,4778,4262
MAGEB3,MAGEB3-3,2300,2170,2036,2297,2145,1997
OLIG2,OLIG2-6,3549,3113,3212,3107,3244,3254
FAM71B,FAM71B-7,3793,3835,3487,3561,3883,3351
VN1R2,VN1R2-3,3601,3727,3659,3762,3357,3560
ABCG8,ABCG8-8,4940,4757,4452,4886,4404,4346
RNASE9,RNASE9-9,2963,2879,2845,2970,2765,2779
OR12D2,OR12D2-6,2804,2931,2674,2858,2947,2464
PSMD6,PSMD6-2,2422,2394,2421,2590,2475,2106
POU4F2,POU4F2-1,2008,1977,1797,1921,2076,1774
MRGPRD,MRGPRD-7,3839,4039,3906,3875,4124,3458
TAS2R13,TAS2R13-6,2766,2681,2799,2754,2733,2621
MAGEB3,MAGEB3-6,4546,4257,4438,4720,4383,3751
TGM6,TGM6-11,2568,2559,2582,2660,2847,2151
CABP5,CABP5-5,4104,4146,4003,4531,3936,3513
LUZP4,LUZP4-9,2151,2162,1988,2099,2097,2097
COPS8,COPS8-3,6705,6734,5866,6442,6282,5792
POU4F2,POU4F2-9,3157,3139,2862,3061,3311,2677
TPH2,TPH2-5,5636,6111,5402,5971,5210,5367
TPH2,TPH2-4,2669,2628,2548,2627,2654,2516
IL22,IL22-7,3577,3353,3352,3399,3655,3084
RPL35A,RPL35A-3,3820,3926,3596,4003,3929,3231
RPS24,RPS24-2,3186,3366,3321,3383,3291,3066
RPTN,RPTN-10,4279,4132,3856,4350,4097,3578
TAS2R13,TAS2R13-1,968,1101,850,1058,1089,912
RPL5,RPL5-7,5084,5292,4675,5366,4762,4516
ABCG8,ABCG8-9,4906,5013,4804,4999,5185,4198
DMRTB1,DMRTB1-7,4403,4469,4045,4416,4319,3901
SPATA16,SPATA16-2,3819,3778,3667,3738,3646,3686
KRT25,KRT25-5,6396,6496,6509,6387,6410,5933
DEFB129,DEFB129-10,3510,3544,3210,3689,3141,3319
CRYGB,CRYGB-1,4555,4626,4353,4571,4453,4205
DMRTC2,DMRTC2-8,8755,8594,7569,8462,7907,7486
OR12D2,OR12D2-7,2405,2674,2161,2469,2404,2371
RPL5,RPL5-10,6561,6279,5737,6061,6407,5526
RPL34,RPL34-2,1844,1645,1803,1937,1785,1691
OC90,OC90-4,2135,2074,2200,2343,2148,2020
CYP7A1,CYP7A1-8,6509,6458,5614,6590,5685,5773
IL22,IL22-3,5692,5810,5504,5559,5659,5352
KRT9,KRT9-4,2013,2162,2095,2019,2376,2013
DMRTB1,DMRTB1-9,6571,6545,6143,6399,6400,5922
NPSR1,NPSR1-7,2767,2836,2772,2548,2948,2947
IL1F10,IL1F10-8,4367,4158,3996,4552,3960,3884
NLRP5,NLRP5-3,4981,4837,4446,4982,4591,4493
ADH7,ADH7-2,1801,1870,1710,1893,1962,1717
RPTN,RPTN-2,4698,4540,4589,4790,5182,3811
RXFP2,RXFP2-7,2857,2769,2913,3274,3218,2264
HTR3D,HTR3D-1,8855,9373,8355,8616,8906,8168
LHX5,LHX5-6,2311,2298,2387,2416,2370,2379
KRT74,KRT74-9,6005,6449,5857,6311,6082,5566
KRT25,KRT25-6,4421,3902,3945,4333,3788,4110
FCRL4,FCRL4-6,4303,4404,4169,4727,4571,3601
ABCG8,ABCG8-10,4437,4410,4021,4480,4229,4091
PSMC1,PSMC1-2,3889,3819,3715,4084,3716,3645
OTUD6A,OTUD6A-5,2766,2686,2480,2904,2757,2441
FCRL4,FCRL4-3,2381,2353,2165,2810,2222,2110
KRT25,KRT25-9,3682,3624,3517,3498,3957,3446
DMRTB1,DMRTB1-3,7317,7265,6715,7646,7136,6107
KRT77,KRT77-2,3021,2775,2625,2931,2958,2688
OTUD6A,OTUD6A-6,4583,4323,4385,4319,4980,4012
TPH2,TPH2-1,2901,3010,2816,3038,2895,2962
OLIG2,OLIG2-2,5696,5881,5213,6129,5822,4731
KRT74,KRT74-4,5116,5324,4729,5095,5345,4643
KRT9,KRT9-9,5404,5167,4577,5423,4898,4725
FCRL4,FCRL4-2,7456,7199,6818,7222,7238,6587
PSMB2,PSMB2-24,2660,2848,2554,2820,2909,2542
RNASE9,RNASE9-8,3893,4013,3533,4117,3924,3492
RPS7,RPS7-8,1123,1076,1068,1247,1095,1219
DMRTC2,DMRTC2-2,5663,5940,5334,5817,5678,5284
SAGE1,SAGE1-7,2458,2400,2182,2665,2418,2222
NPHS2,NPHS2-9,5425,5470,5046,5740,5023,5104
RPL27,RPL27-5,7097,6457,6240,6575,6963,5976
PIWIL3,PIWIL3-10,3883,3952,3594,4112,3829,3618
ABCG8,ABCG8-5,3964,3890,3555,4222,3903,3443
SAGE1,SAGE1-3,3964,4177,3797,4045,4243,3765
RPS7,RPS7-2,6163,6381,5822,6443,6351,5428
TPH2,TPH2-10,5689,5472,5245,5580,5824,4974
PLA2G2E,PLA2G2E-9,2713,2785,2715,2967,2641,2898
CYP7A1,CYP7A1-10,5278,5153,5024,5075,5147,5245
FCRL4,FCRL4-1,5527,5762,5604,5894,5730,5250
CYP7A1,CYP7A1-1,3506,3346,3468,3679,3614,3274
TAAR1,TAAR1-3,3939,3989,3594,4195,4103,3452
RXFP2,RXFP2-10,5231,4879,4822,4859,5100,5036
LUZP4,LUZP4-5,2908,2739,2804,3162,2580,3045
OLIG2,OLIG2-9,3231,3016,2849,3401,3083,2923
DMRTB1,DMRTB1-5,935,1008,874,1239,1172,808
LHX5,LHX5-8,6503,6623,5919,6820,6737,5478
LUZP4,LUZP4-7,1145,1205,1162,1083,1511,1318
KRT9,KRT9-8,2817,2557,2647,2708,2751,2896
MRGPRD,MRGPRD-3,6694,6684,6275,6724,6344,6482
MAGEB3,MAGEB3-9,6055,5714,5454,6222,5799,5245
FCRL4,FCRL4-7,3533,3530,3393,3673,3919,3194
OC90,OC90-2,3620,3447,3330,3607,3950,3166
CYP7A1,CYP7A1-5,2382,2184,2022,2435,2689,1900
RNASE9,RNASE9-5,4792,4864,5010,5603,4844,4443
PIWIL3,PIWIL3-1,5214,5250,4833,5240,5339,4860
OR12D2,OR12D2-2,5532,5469,4978,5872,5326,4927
OR9Q2,OR9Q2-9,2907,2799,2631,2972,3019,2718
PIWIL3,PIWIL3-8,7333,7064,6882,7487,7417,6307
TAS2R9,TAS2R9-2,7608,7979,7131,7829,8039,6707
KRT77,KRT77-3,4437,4248,3890,4314,4412,4109
RPTN,RPTN-5,4618,4163,3973,5080,4136,3855
TAAR1,TAAR1-10,1691,1632,1541,1998,1560,1742
CYP7A1,CYP7A1-3,4279,4285,3988,4462,3976,4397
DEFB129,DEFB129-9,4761,4738,4583,5097,4581,4631
ADH7,ADH7-6,3961,4082,3995,4192,4572,3624
DMRTC2,DMRTC2-10,6796,6668,6830,7469,6791,6075
IL1F10,IL1F10-5,5464,5767,5656,5793,5896,5326
MAGEB3,MAGEB3-7,4198,4224,4090,4612,4181,4024
TGM6,TGM6-9,2991,3037,2833,3565,3028,2718
VN1R2,VN1R2-1,5957,5276,5413,5438,6093,5288
KRT74,KRT74-8,6046,5701,5386,6351,6173,4849
MRGPRD,MRGPRD-5,6646,6263,6378,6819,6288,6251
OTUD6A,OTUD6A-1,1031,1055,1065,1237,1238,1092
PSMC2,PSMC2-8,3567,3918,3509,3675,3851,3800
TRIM42,TRIM42-8,6957,7161,6514,6882,7026,6698
KRT9,KRT9-6,5384,5020,4807,5353,5066,5030
CABP5,CABP5-3,4825,4719,4540,4936,5191,4274
HTR3D,HTR3D-2,2004,1955,1821,2072,2226,1935
LUZP4,LUZP4-10,6597,6892,5842,6833,6572,5977
PSMB2,PSMB2-8,3685,3712,3492,4026,4101,3197
KRT74,KRT74-2,6603,6974,6237,6791,6932,6193
TAAR1,TAAR1-1,3478,3645,3682,3909,3952,3383
NPSR1,NPSR1-5,4653,4982,4475,5231,4727,4487
DEFB129,DEFB129-7,3256,3214,3034,3535,3301,3114
KRT77,KRT77-5,2340,2276,2241,2443,2422,2508
LHX5,LHX5-1,3113,3182,3101,3367,3400,3126
VN1R2,VN1R2-7,3507,3259,3274,3599,3412,3547
TAAR8,TAAR8-4,4947,5047,4799,5335,5092,4811
PSMA3,PSMA3-7,5770,5469,4873,5610,5804,5059
LHX5,LHX5-5,4319,4047,4030,4437,4476,3934
TAS2R13,TAS2R13-5,2461,2659,2418,2875,2650,2525
NPHS2,NPHS2-3,5233,5245,4712,5425,4903,5219
MAGEB3,MAGEB3-1,2722,2663,2421,3037,2412,2906
OC90,OC90-3,3612,3579,3367,3611,3831,3641
HTR3D,HTR3D-4,7058,6295,6698,7240,6828,6167
HTR3D,HTR3D-9,4962,4700,4510,4893,4886,4769
OC90,OC90-5,1839,1877,1595,2098,1696,2027
OR9Q2,OR9Q2-2,4833,4676,4331,5306,4628,4377
PIWIL3,PIWIL3-3,5795,5240,5007,6028,5439,4918
RNASE9,RNASE9-3,4462,4292,4202,4743,4698,3963
TAS2R9,TAS2R9-8,3951,3908,3611,4412,3753,3783
TRIM42,TRIM42-2,7867,7277,7495,8178,7883,6721
POU4F2,POU4F2-10,3405,3560,3351,3871,3834,3201
TPH2,TPH2-6,2849,2658,2733,3197,3144,2701
PLA2G2E,PLA2G2E-6,6810,6296,6260,6962,7044,6312
IL22,IL22-8,5765,5946,5701,6690,6552,6073
KRT77,KRT77-8,1039,1224,984,1544,1146,1100
KRT74,KRT74-5,6160,6288,5980,6505,6746,5763
KRT25,KRT25-1,3593,3505,3260,3818,3739,3429
RNASE9,RNASE9-10,4919,4698,4365,5230,5426,4757
KRT77,KRT77-1,5845,5985,5638,6327,6264,5512
LYZL6,LYZL6-1,8507,8569,7980,8682,8414,8203
TAS2R13,TAS2R13-3,3260,2988,3097,3615,3325,3085
VN1R2,VN1R2-5,3463,3313,3287,3906,3726,3252
CABP5,CABP5-2,1818,1703,1620,1919,1934,1906
OTUD6A,OTUD6A-2,3916,3875,3896,5075,4322,3837
NLRP5,NLRP5-2,3043,3280,2868,3929,3241,2809
ADH7,ADH7-3,5019,5190,4535,6165,5199,4909
NPHS2,NPHS2-4,5217,5e3,5012,5371,5575,5098
RPTN,RPTN-7,4972,4974,4620,5382,5186,4658
LHX5,LHX5-7,3899,4247,3570,4240,4262,4052
FCRL4,FCRL4-5,4448,4389,4094,4603,4752,4181
OR12D2,OR12D2-1,2001,2019,1909,2225,2025,2286
KRT25,KRT25-10,5432,5364,5106,5638,5584,5528
OTUD6A,OTUD6A-9,3351,3276,2809,3302,3768,2986
OR9Q2,OR9Q2-1,3768,3690,3853,4218,4241,3749
PSMB3,PSMB3-8,2555,2711,2393,2816,2837,2856
IL22,IL22-10,7156,7566,7066,7973,7323,6767
RPL27,RPL27-3,3232,3369,3041,3754,3481,3112
KRT74,KRT74-1,6085,6485,6022,6957,7319,5892
RPS11,RPS11-5,2287,2374,2132,3136,2453,2366
FCRL4,FCRL4-8,3475,3706,3423,4238,4169,3453
KRT77,KRT77-4,7246,7519,7109,8454,9063,7424
TGM6,TGM6-10,5060,4905,4644,5571,5021,4940
PIWIL3,PIWIL3-4,5779,5841,6128,6452,6246,5759
NPHS2,NPHS2-10,3126,3463,2809,3698,3698,3193
KRT25,KRT25-7,5482,5262,5152,5662,5944,5256
DEFB129,DEFB129-6,1809,1927,1927,2328,2036,1942
TAAR1,TAAR1-4,3524,3785,3248,4400,3524,3522
CRYGB,CRYGB-2,3557,3283,2998,3688,3629,3116
DEFB129,DEFB129-1,4416,4396,4094,5757,4675,4077
RPTN,RPTN-3,5131,5226,5123,5469,6305,4936
LHX5,LHX5-9,4103,3912,3685,4843,4134,3530
OR9Q2,OR9Q2-3,5527,5634,5004,5901,5723,5030
LHX5,LHX5-4,1278,1199,1326,1599,1882,1117
FAM71B,FAM71B-4,7112,6692,6382,7421,6863,6519
ADH7,ADH7-5,4658,4598,4204,5469,4965,5131
PLA2G2E,PLA2G2E-5,4895,4974,4543,5313,5290,4634
TGM6,TGM6-14,5002,4939,4554,5848,5440,5031
NPHS2,NPHS2-1,1601,1651,1555,1973,1877,1794
PLA2G2E,PLA2G2E-10,5042,4630,4640,5666,5410,4475
OR12D2,OR12D2-10,1339,1560,1485,1859,1720,1537
KRT9,KRT9-10,4175,4377,3870,4681,4269,4079
TGM6,TGM6-6,3913,3783,4074,4532,4121,3798
KRT77,KRT77-9,7806,7540,7170,8453,8310,7475
PLA2G2E,PLA2G2E-1,9526,9244,9032,11309,11021,9495
IL22,IL22-6,2665,2579,2479,2980,2881,2468
NPHS2,NPHS2-6,4669,4685,4554,5381,4846,4837
TAAR8,TAAR8-3,2836,2875,2669,3337,3163,2772
TAAR8,TAAR8-8,3684,3957,3509,4522,3898,3759
ABCG8,ABCG8-1,4478,4538,4227,4981,4806,4268
ABCG8,ABCG8-2,3419,3295,3432,4203,4056,3389
ABCG8,ABCG8-3,5143,5201,4727,5664,5290,5190
ABCG8,ABCG8-4,4161,4045,3832,4927,4353,4063
ABCG8,ABCG8-6,7e3,7208,6661,8309,7274,7511
ABCG8,ABCG8-7,5098,4959,4525,5773,5359,4756
ADH7,ADH7-10,4471,4620,4332,6061,5390,5653
ADH7,ADH7-7,2394,2577,2296,3063,3135,2601
ADH7,ADH7-9,4677,4536,4148,5278,5269,4855
CABP5,CABP5-1,8725,8571,8326,9927,9828,8789
CABP5,CABP5-10,3197,3005,2940,3168,3473,3269
CABP5,CABP5-4,8033,8481,7616,8635,8532,8006
CABP5,CABP5-6,7640,7279,6729,8345,8345,7295
CABP5,CABP5-8,4496,4560,4206,6415,5618,4963
COPA,COPA-5,3186,3192,3014,4104,4098,3493
COPB1,COPB1-9,7280,6997,6396,7710,7250,6604
COPS4,COPS4-5,4723,4292,3972,4702,4695,4401
COPS8,COPS8-7,5035,5070,4671,6704,6830,5956
COPZ1,COPZ1-13,7303,7385,7541,8045,7566,7144
COPZ1,COPZ1-16,4757,4496,4392,5944,5326,4854
COPZ1,COPZ1-6,5128,5100,4965,6271,5473,5279
CRYGB,CRYGB-10,6960,6636,6117,8222,7474,6753
CRYGB,CRYGB-3,4859,4571,4442,5294,5156,4832
CRYGB,CRYGB-4,5613,5443,5566,6389,6445,5474
CRYGB,CRYGB-5,6115,6218,5571,7250,6804,6002
CRYGB,CRYGB-7,6580,6311,6313,7317,6260,6100
CRYGB,CRYGB-9,4729,5025,4390,5304,5433,4561
CYP7A1,CYP7A1-2,6013,6352,5799,6341,6405,5943
CYP7A1,CYP7A1-7,8636,8447,7770,10743,9872,9113
CYP7A1,CYP7A1-9,3026,3075,2908,3915,3871,3542
DEFB129,DEFB129-2,6930,6639,6571,7023,7247,7133
DEFB129,DEFB129-3,9225,8888,8050,10377,10201,9573
DEFB129,DEFB129-4,7036,7134,6600,9540,8231,8339
DEFB129,DEFB129-5,4670,4785,4614,5424,5370,4550
DEFB129,DEFB129-8,6988,6590,6127,8785,8506,7649
DMRTB1,DMRTB1-2,4857,5230,4631,5772,6104,5562
DMRTC2,DMRTC2-4,5306,5195,4593,6314,5646,5254
FAM71B,FAM71B-1,5095,4765,4692,5825,5935,5263
FAM71B,FAM71B-10,5035,5105,4753,7029,6564,5548
FAM71B,FAM71B-2,9055,9297,8425,10123,10377,8765
FAM71B,FAM71B-3,7646,7726,7208,9017,8869,8763
FAM71B,FAM71B-5,4432,4137,3913,4958,5114,4560
FAM71B,FAM71B-6,10372,10684,9989,11697,11997,10704
FAM71B,FAM71B-8,6294,6428,5641,7757,7574,7114
FCRL4,FCRL4-4,3307,3209,2897,3930,4070,3239
HTR3D,HTR3D-10,5367,5141,4921,5599,5587,5334
HTR3D,HTR3D-6,3639,3336,3153,3965,3915,3413
IL22,IL22-1,3635,3452,3362,4520,4126,3685
IL22,IL22-4,12788,12190,11638,17491,16452,14283
IL22,IL22-5,8066,8282,7609,8908,8272,7621
KRT25,KRT25-8,3161,3009,2824,3967,3393,3221
KRT74,KRT74-3,3421,3353,3076,4575,4142,3568
KRT77,KRT77-10,7902,7898,7238,8526,7775,7175
KRT77,KRT77-6,4926,5195,4843,5993,5121,4939
KRT77,KRT77-7,4774,5131,4565,6078,5556,4819
KRT9,KRT9-3,5150,5303,5213,6549,6807,5506
KRT9,KRT9-7,4827,4747,4908,5232,5322,4945
LHX5,LHX5-10,6183,5786,5645,7001,6998,6578
LHX5,LHX5-2,4116,4162,4105,5513,5577,4635
LUZP4,LUZP4-2,5521,5652,5283,6406,6116,5475
LUZP4,LUZP4-3,3880,3921,3373,4181,4248,3905
LUZP4,LUZP4-4,5428,5336,5159,5783,5628,5365
LUZP4,LUZP4-6,5520,5769,5034,6110,5903,5247
LUZP4,LUZP4-8,8087,8168,7364,9436,8904,8505
LYZL6,LYZL6-10,8703,8693,7448,9671,9541,8203
MAGEB3,MAGEB3-10,4627,4699,4414,5771,5113,4699
MAGEB3,MAGEB3-2,6399,6623,6037,7709,7558,7438
MAGEB3,MAGEB3-4,6357,6113,5700,8146,8242,7667
MAGEB3,MAGEB3-5,3755,3551,3372,4234,4469,4182
MAGEB3,MAGEB3-8,4629,4337,4253,5251,5289,4703
MRGPRD,MRGPRD-4,6093,6118,5778,6928,6683,5819
NLRP5,NLRP5-1,6951,6926,6258,8707,8251,7506
NLRP5,NLRP5-10,4759,4401,4118,4988,5079,4824
NLRP5,NLRP5-4,6732,6391,6110,7901,8142,7241
NLRP5,NLRP5-5,6641,6561,6162,9164,8454,7661
NLRP5,NLRP5-6,5601,5250,5204,7334,6891,6014
NLRP5,NLRP5-7,7775,7244,7083,8354,7838,7638
NLRP5,NLRP5-8,3340,3336,3245,3921,4086,3640
NPHS2,NPHS2-7,7527,7623,6960,8820,8363,7037
NPHS2,NPHS2-8,9279,9450,9137,12283,11023,10614
NPSR1,NPSR1-1,3846,3579,3423,4592,4363,4020
NPSR1,NPSR1-2,7745,7209,6884,7800,7881,7102
NPSR1,NPSR1-3,4798,4736,4638,5561,5198,5489
NPSR1,NPSR1-4,4691,4355,4073,4605,5158,4621
NPSR1,NPSR1-6,5220,5498,5172,5727,5187,5414
NPSR1,NPSR1-8,4905,4522,4309,5148,4983,4220
NPSR1,NPSR1-9,3739,3870,3470,4595,4703,3648
NUP133,NUP133-4,3705,3563,3476,4193,4261,4053
NUP133,NUP133-9,3530,3586,3203,4780,4557,4133
OC90,OC90-10,2640,2609,2261,3182,3436,3050
OLIG2,OLIG2-1,2816,2654,2616,3557,3556,2942
OLIG2,OLIG2-10,1993,1985,1727,2403,2425,2172
OLIG2,OLIG2-3,3421,3512,3181,3823,4137,3453
OLIG2,OLIG2-4,4097,4146,3771,4871,4847,4186
OLIG2,OLIG2-7,5862,5487,5486,6765,5628,5122
OLIG2,OLIG2-8,5978,5572,5525,6523,5998,5084
OR12D2,OR12D2-3,5899,6040,5327,5972,6231,5938
OR12D2,OR12D2-4,5123,5151,4863,5900,5387,4952
OR12D2,OR12D2-5,7265,7214,6626,7785,7440,6430
OR12D2,OR12D2-8,3565,3603,3343,3756,4181,3650
OR12D2,OR12D2-9,4071,3873,4262,5250,4604,4088
OR52E8,OR52E8-1,4680,4500,4548,5352,5081,4840
OR52E8,OR52E8-10,4531,4583,4264,5531,5591,4979
OR52E8,OR52E8-2,4658,4972,4384,5505,5920,4920
OR52E8,OR52E8-3,1946,2e3,1893,2819,2346,1957
OR52E8,OR52E8-4,8138,8295,8108,9515,10326,8558
OR52E8,OR52E8-5,7179,7164,6797,7929,7767,8107
OR52E8,OR52E8-6,5096,5030,4809,6063,6194,5411
OR52E8,OR52E8-7,6850,6860,6690,8607,8288,7128
OR52E8,OR52E8-8,9399,9276,8786,11183,10557,9268
OR52E8,OR52E8-9,6075,6e3,5315,7685,6996,6093
OR9Q2,OR9Q2-10,3865,3842,3629,4195,4240,4065
OR9Q2,OR9Q2-5,8008,7954,7486,8899,7842,7544
OTUD6A,OTUD6A-4,3780,3589,3371,4063,4028,3670
OTUD6A,OTUD6A-7,6399,6320,6042,8637,8198,7933
PIWIL3,PIWIL3-7,5581,5546,5121,6126,6116,6177
PLA2G2E,PLA2G2E-2,8153,7573,7638,8099,8415,8134
PLA2G2E,PLA2G2E-3,3148,3123,2834,3316,3262,3163
PLA2G2E,PLA2G2E-4,5255,4939,4873,6028,5741,4843
PLA2G2E,PLA2G2E-7,4524,4649,4240,4614,5853,4505
PLA2G2E,PLA2G2E-8,4952,4787,4700,5087,5504,5079
POLR2A,POLR2A-6,4078,3887,3645,4782,4751,4768
POU4F2,POU4F2-2,3842,3843,3831,4632,4732,3648
POU4F2,POU4F2-3,4509,4406,4439,5356,5316,4499
POU4F2,POU4F2-4,3050,3145,2699,4136,3630,3279
POU4F2,POU4F2-5,4153,4080,4161,5257,4891,4373
POU4F2,POU4F2-6,3130,3108,2913,3452,3603,2831
POU4F2,POU4F2-7,2648,2599,2620,3526,2987,2999
POU4F2,POU4F2-8,4098,3868,3839,5111,5075,4581
PSMB2,PSMB2-7,3298,3134,3370,4112,3920,3161
PSMB3,PSMB3-4,6343,6386,5778,6768,7700,6134
PSMC2,PSMC2-6,2239,2243,2289,2715,2415,2394
PSMD1,PSMD1-15,7702,7767,6946,8901,8156,8701
RNASE9,RNASE9-2,3029,2936,2673,3658,3410,2904
RNASE9,RNASE9-6,3495,3300,3003,3814,4198,3789
RPL27,RPL27-4,5495,5675,5524,7256,6625,6237
RPL27,RPL27-6,4347,4315,3900,4880,5157,5039
RPL30,RPL30-6,3959,4170,3809,5127,4684,4029
RPL36,RPL36-8,1992,2041,1927,2415,2432,2357
RPS24,RPS24-1,3364,3094,2929,3658,3524,2955
RPS24,RPS24-9,4220,4211,4047,4745,4443,3903
RPS7,RPS7-5,9980,9930,9832,10941,11371,10063
RPS9,RPS9-1,4018,3826,3737,5047,5076,4085
RPS9,RPS9-5,4940,4910,4290,5662,5019,4735
RPS9,RPS9-9,4349,3927,3850,4913,4929,3872
RPTN,RPTN-1,4722,4588,4453,5790,5165,5129
RPTN,RPTN-6,3445,3497,3085,4198,3612,3488
RPTN,RPTN-8,6049,5844,5633,6921,6412,5656
RXFP2,RXFP2-1,5247,5428,5029,5952,5808,5083
RXFP2,RXFP2-3,6939,6517,6429,7041,7154,6890
RXFP2,RXFP2-4,4882,4674,4741,5676,5346,4764
RXFP2,RXFP2-5,8286,8185,7498,8748,8412,7381
RXFP2,RXFP2-8,5020,4604,4510,6912,5625,5219
RXFP2,RXFP2-9,2910,3111,2795,3853,3700,2931
SAGE1,SAGE1-1,3527,3799,3695,4458,3978,3612
SAGE1,SAGE1-10,4899,5e3,4941,5593,5842,4820
SAGE1,SAGE1-2,5509,5696,5197,7282,6835,5869
SAGE1,SAGE1-4,7369,7521,7058,8685,8215,7286
SAGE1,SAGE1-5,5405,5131,4942,6475,6075,5365
SAGE1,SAGE1-6,3844,3996,4021,4518,4792,4554
SAGE1,SAGE1-8,5945,5876,5782,7040,6543,6031
