gene,fdr,stat
CTR9,2.339178810966248e-5,-3.9126826920769164
VPS33A,2.339178810966248e-5,-3.9122418858358294
TIMM50,2.339178810966248e-5,-3.911244533703123
ICE2,2.339178810966248e-5,-3.910856694353573
PHB2,2.339178810966248e-5,-3.909965801196642
ACTR2,2.339178810966248e-5,-3.9047448890011562
RPL23A,2.339178810966248e-5,-3.9046019057467136
CCND1,2.339178810966248e-5,-3.9013779622701104
ELP4,2.339178810966248e-5,-3.8999262197633646
CCT4,2.339178810966248e-5,-3.8990675609586822
SAE1,2.339178810966248e-5,-3.898232672974534
GRPEL1,2.339178810966248e-5,-3.8978770702580796
VEZF1,2.339178810966248e-5,-3.8950703474410155
MRPL46,2.339178810966248e-5,-3.8916710753572983
SDHA,2.339178810966248e-5,-3.8908350858324807
MEN1,2.339178810966248e-5,-3.8876236953610492
WDR12,2.339178810966248e-5,-3.8857707715176057
AP2A1,2.339178810966248e-5,-3.885525078440851
RFC3,2.339178810966248e-5,-3.8844361600964517
FLII,2.339178810966248e-5,-3.881983415051091
PPP2CA,2.339178810966248e-5,-3.8807646127238264
RRP7A,2.339178810966248e-5,-3.8799727016564187
NPM1,2.339178810966248e-5,-3.8780584391844566
DKC1,2.339178810966248e-5,-3.877856370703021
RPL24,2.339178810966248e-5,-3.872988522322343
RECQL4,2.339178810966248e-5,-3.872946553423914
TIMM44,2.339178810966248e-5,-3.8718778952570867
TPX2,2.339178810966248e-5,-3.8715986306814663
NUP98,2.339178810966248e-5,-3.871536841281052
NOC3L,2.339178810966248e-5,-3.8711739875954194
SF3B1,2.339178810966248e-5,-3.866755433624409
WDHD1,2.339178810966248e-5,-3.866241885695353
MED7,2.339178810966248e-5,-3.860071438052833
PSMA3,2.339178810966248e-5,-3.859535031641752
TTC27,2.339178810966248e-5,-3.859305031838682
LSM6,2.339178810966248e-5,-3.8527400448805342
KMT2A,2.339178810966248e-5,-3.8523569925350176
YEATS4,2.339178810966248e-5,-3.849484759124404
CFAP61,2.339178810966248e-5,-3.8491650455113677
OSBP,2.339178810966248e-5,-3.8486582108561356
EXOSC10,2.339178810966248e-5,-3.8483894881650507
SF3B5,2.339178810966248e-5,-3.847250843671551
GPN2,2.339178810966248e-5,-3.8451079457423445
EMC2,2.339178810966248e-5,-3.843763984673148
CCDC174,2.339178810966248e-5,-3.843503057358237
EXOSC7,2.339178810966248e-5,-3.841196862430042
RRP9,2.339178810966248e-5,-3.838553477358085
SRFBP1,2.339178810966248e-5,-3.838111696249854
