sgrna,Gene,control_count,treatment_count,control_mean,treat_mean,LFC,control_var,adj_var,score,p.low,p.high,p.twosided,FDR,high_in_treatment
RPL35A-5,RPL35A,5926.9/5123.1/5613.2,1330.3/987.36/931.44,5544.4,1069.5,-2.373,164280,40133,22.338,7.9657e-111,1,1.5931e-110,3.2575e-109,False
IL22-4,IL22,12565/12295/12544,18641/20099/19799,12468,19503,0.64547,22516,99300,22.326,1,1.0334e-110,2.0668e-110,4.138e-109,True
RPL36-1,RPL36,4661.3/4824.8/4724.3,553.9/688.75/691.6,4736.4,641.38,-2.8826,6802.2,33657,22.321,1.1594e-110,1,2.3188e-110,4.5477e-109,False
RPL34-5,RPL34,4402.8/4428.7/4171.7,472.84/386.44/511.47,4332.8,453.81,-3.2523,20035,30472,22.222,1.0624e-109,1,2.1248e-109,4.0839e-108,False
PSMA3-11,PSMA3,4174/4287.4/3848.4,262.09/283.82/548.08,4099,344.18,-3.5702,51959,28641,22.187,2.3087e-109,1,4.6173e-109,8.7005e-108,False
RPL9-6,RPL9,3455.1/3735.2/3438.6,74.754/90.601/104.03,3540.4,88.984,-5.2985,27796,24320,22.132,7.8432e-109,1,1.5686e-108,2.899e-107,False
PSMB2-6,PSMB2,6253.4/6619/6604.5,1485.2/1741.8/1763.7,6490.1,1658.5,-1.9677,42873,47854,22.087,2.1246e-108,1,4.2493e-108,7.7049e-107,False
RPS13-9,RPS13,5475.1/5431.5/5125.5,931.27/1033.6/1067.3,5341.7,1009,-2.4032,36307,38497,22.082,2.3322e-108,1,4.6644e-108,8.3009e-107,False
COPS4-9,COPS4,7767.9/7728.1/8007.1,2399.3/2453.6/2557.4,7833.4,2469.2,-1.6652,22777,59051,22.074,2.7897e-108,1,5.5794e-108,9.7486e-107,False
POLR2D-2,POLR2D,5079.7/5040/4926.3,988.92/801.54/785.99,5014.9,854.08,-2.5524,6335.6,35876,21.967,2.9487e-107,1,5.8975e-107,1.0121e-105,False
PSMD7-5,PSMD7,5938.4/6206.3/5657.9,1416.7/1319.3/1381.3,5930,1371.8,-2.1111,75211,43263,21.915,9.4411e-107,1,1.8882e-106,3.1835e-105,False
COPB1-6,COPB1,7199.3/6813.9/8079.3,2502/2268.7/1941.9,7345.4,2225.5,-1.7223,421200,54955,21.84,4.7901e-106,1,9.5803e-106,1.5873e-104,False
RPL18A-7,RPL18A,4391.4/4138.7/4447.3,524.18/445.61/643.43,4323.7,531.68,-3.0213,27027,30400,21.749,3.5517e-105,1,7.1034e-105,1.157e-103,False
PSMB2-5,PSMB2,4667.1/5034.5/4595.9,825.9/906.93/595.27,4762,763.96,-2.6384,55419,33861,21.727,5.7215e-105,1,1.1443e-104,1.8328e-103,False
RPS3A-3,RPS3A,9190.5/8885.1/8616,3513.4/3279.2/2921.5,8894.1,3228.7,-1.4616,82638,68060,21.716,7.2079e-105,1,1.4416e-104,2.2711e-103,False
RPS24-7,RPS24,7775.6/7271.9/7155.7,2228.2/2550.7/2119.1,7396.3,2292.2,-1.6896,108600,55380,21.689,1.3046e-104,1,2.6092e-104,4.0443e-103,False
PSMC1-8,PSMC1,7043.2/7119.5/6862.8,2156.2/1883.2/2243.4,7007.7,2088.5,-1.746,17379,52138,21.544,3.0352e-103,1,6.0703e-103,9.2596e-102,False
PSMB2-3,PSMB2,4133.8/4678/4551.2,747.54/598.15/566.38,4448.1,632.68,-2.8117,81125,31379,21.539,3.3375e-103,1,6.675e-103,1.0023e-101,False
POLR2D-4,POLR2D,6916.8/6500.8/6631.9,1922/2323.3/1522.9,6681,1894.5,-1.8177,45242,49429,21.529,4.1793e-103,1,8.3585e-103,1.2358e-101,False
RPL36-5,RPL36,6131.8/5783.4/5341.9,1234.8/1339.6/1474.7,5743.2,1346.1,-2.0922,156830,41743,21.521,4.9083e-103,1,9.8165e-103,1.4293e-101,False
NUP54-18,NUP54,4055.3/4249.6/4227.9,597.13/440.98/466.2,4176.7,497,-3.0685,11332,29248,21.516,5.5096e-103,1,1.1019e-102,1.5805e-101,False
POLA1-3,POLA1,3973/3732.4/4049,496.26/257.01/435.38,3915.8,381.52,-3.3561,27317,27216,21.423,4.0423e-102,1,8.0846e-102,1.1425000000000001e-100,False
RPL5-6,RPL5,6704.3/6916.4/7675.2,2304.8/2509.1/1849.4,7086.7,2203.2,-1.685,260790,52795,21.253,1.5337e-100,1,3.0673e-100,4.272e-99,False
PSMC2-14,PSMC2,6370.2/5797.2/6067.7,1591.5/1642.8/1559.5,6073.9,1597.5,-1.9261,82196,44437,21.235,2.2799e-100,1,4.5598e-100,6.2599e-99,False
NUP93-10,NUP93,3529.7/3967.9/3789.3,262.09/375.35/387.22,3758,336.47,-3.4775,48572,25994,21.222,3.0205e-100,1,6.0409e-100,8.1765e-99,False
RPS19-8,RPS19,5469.3/5094.5/5600.2,1204.2/1178.7/1240.6,5383.7,1207.6,-2.1555,68928,38835,21.191,5.7292e-100,1,1.1458e-99,1.5294e-98,False
RPS9-8,RPS9,4227.7/3925.4/4458.8,408.9/652.69/704.12,4198.3,572.79,-2.8716,71591,29417,21.138,1.7744e-99,1,3.5487e-99,4.6717e-98,False
RPS19-3,RPS19,3470.4/3703.8/3545.4,383.68/307.86/170.49,3571.9,272.07,-3.7097,14205,24562,21.055,1.0245e-98,1,2.0489e-98,2.6608e-97,False
PSMB2-4,PSMB2,3521.1/3535.8/3365,498.96/135.9/188.79,3473.1,233.95,-3.8862,8955.7,23805,20.994,3.7068e-98,1,7.4136e-98,9.4994e-97,False
PSMD6-18,PSMD6,5923.1/5510/5427.1,1535.6/1347/1290.7,5615.9,1387.3,-2.0165,70627,40711,20.958,7.9511e-98,1,1.5902e-97,2.0108e-96,False
RPL9-7,RPL9,3384.2/3714/3802.3,226.06/383.67/366.99,3628.9,316.92,-3.5132,48577,25e3,20.947,9.9906e-98,1,1.9981e-97,2.4938e-96,False
COPS4-1,COPS4,3507.7/3610.6/3385.2,246.78/233.9/321.72,3500,264.81,-3.7193,12727,24010,20.878,4.2219e-97,1,8.4439e-97,1.0403e-95,False
RPL35A-4,RPL35A,3879.2/3600.4/3769.1,290.91/429.89/471.02,3747.8,389.09,-3.2645,19720,25916,20.864,5.7414e-97,1,1.1483e-96,1.3968e-95,False
POLR2A-2,POLR2A,3893.5/3962.4/4204.8,507.97/531.59/569.27,4018.1,535.68,-2.9047,26748,28011,20.807,1.862e-96,1,3.7239e-96,4.4733e-95,False
PSMC4-3,PSMC4,3736.5/3760.1/3896,426.91/463.17/436.34,3796.9,441.88,-3.1002,7412.8,26295,20.69,2.1329e-95,1,4.2659e-95,5.0611e-94,False
RPS24-5,RPS24,4984/5113/4924.9,1034.8/1284.1/983.45,5006.7,1093.3,-2.1941,9249.5,35810,20.68,2.6322e-95,1,5.2645e-95,6.1697e-94,False
NUP54-19,NUP54,5468.4/5209.9/5144.2,1195.2/1354.4/1226.2,5272.3,1256.7,-2.0679,29370,37939,20.616,9.8153e-95,1,1.9631e-94,2.2729e-93,False
POLR2F-3,POLR2F,4229.6/4771.3/4773.4,864.63/882.89/886.17,4584.1,877.84,-2.3833,98281,32451,20.574,2.35e-94,1,4.7001e-94,5.3771e-93,False
COPS8-10,COPS8,4629.7/4502.6/4747.4,806.98/795.07/1188.6,4625.5,913.63,-2.3387,14995,32779,20.502,1.0347e-93,1,2.0694e-93,2.3396e-92,False
RPS9-4,RPS9,3815/3398.2/3571.4,394.49/305.08/442.12,3590.8,376.12,-3.2516,43882,24707,20.452,2.9052e-93,1,5.8103e-93,6.4927e-92,False
COPB1-5,COPB1,5253.9/5591.3/5411.2,1443.7/1216.6/1492,5417,1378.7,-1.9734,28500,39104,20.422,5.3669e-93,1,1.0734e-92,1.1857e-91,False
COPS4-4,COPS4,5087.4/4778.7/5209.2,1173.5/1412.6/948.78,5021.8,1163,-2.1094,49256,35930,20.357,1.9993e-92,1,3.9985e-92,4.3666e-91,False
PSMD7-8,PSMD7,3522.1/3246.7/3763.3,503.46/235.75/419,3504.3,367.75,-3.2488,66868,24044,20.228,2.7725e-91,1,5.5451e-91,5.9874e-90,False
RPL30-8,RPL30,4535/4350.2/5134.1,1089.8/1056.7/848.6,4661.4,992.35,-2.2307,168150,33063,20.178,7.6165e-91,1,1.5233e-90,1.6266e-89,False
RPL35A-1,RPL35A,4013.2/3642.9/3770.5,444.02/627.73/536.52,3805.8,530.79,-2.8397,35403,26364,20.17,8.9731e-91,1,1.7946e-90,1.8952e-89,False
RPS13-7,RPS13,3648.5/3515.4/3976.9,689.9/288.44/561.56,3708.6,481.68,-2.9421,56444,25613,20.163,1.0354e-90,1,2.0708e-90,2.1631e-89,False
PSMD7-7,PSMD7,3519.2/3246.7/3287.1,246.78/276.42/407.44,3348.9,302.91,-3.4624,21632,22857,20.147,1.4168e-90,1,2.8335e-90,2.928e-89,False
RPS19-5,RPS19,4142.4/4036.3/4434.3,654.77/723.88/876.54,4201,746.18,-2.4916,42496,29438,20.136,1.7917e-90,1,3.5834e-90,3.6634e-89,False
PSMB2-18,PSMB2,4201.8/4682.6/4425.6,1025.8/868.1/763.84,4432.3,879.46,-2.3321,57922,31254,20.097,3.9354e-90,1,7.8708e-90,7.962e-89,False
RPS9-2,RPS9,3308.6/3305.8/3151.5,157.61/444.68/314.01,3254.5,280.25,-3.5329,8088.1,22139,19.989,3.4171e-89,1,6.8342e-89,6.8414e-88,False
RPL35A-6,RPL35A,3074/3310.4/3066.3,245.88/381.82/135.81,3148.3,233.63,-3.7466,19262,21334,19.955,6.8041e-89,1,1.3608e-88,1.3482e-87,False
OTUD6A-7,OTUD6A,6486/6975.5/6389.5,11328/10837/10874,6612.1,11011,0.73565,98740,48860,19.9,1,2.0458e-88,4.0916e-88,4.0123e-87,True
NUP133-6,NUP133,4074.5/4015/3900.4,905.16/640.68/565.41,3996,689.57,-2.533,7831.7,27839,19.817,1.0699e-87,1,2.1397e-87,2.0771e-86,False
PSMB2-23,PSMB2,3439.8/3733.4/3502.1,555.7/375.35/503.77,3556.2,471.88,-2.9112,23937,24441,19.729,6.1312e-87,1,1.2262e-86,1.1784e-85,False
RPS13-2,RPS13,5158.2/5354.9/5438.6,1414/1803.7/1238.7,5315.9,1467.3,-1.8564,20723,38289,19.668,2.0239e-86,1,4.0478e-86,3.8514e-85,False
RPL18A-8,RPL18A,4422/4231.1/4461.7,914.16/961.48/924.7,4370.4,933.23,-2.2263,15202,30767,19.596,8.4043e-86,1,1.6809e-85,1.5836e-84,False
COPS2-9,COPS2,4142.4/4424.1/4391,899.75/891.21/930.48,4317.3,906.99,-2.2497,23703,30350,19.576,1.2453e-85,1,2.4905e-85,2.3237e-84,False
COPB1-1,COPB1,4474.6/4152.6/4057.7,904.25/817.25/852.45,4224.6,857.25,-2.2997,47788,29623,19.565,1.5456e-85,1,3.0911e-85,2.8563e-84,False
RPL5-3,RPL5,3434/3653/3033.1,338.65/496.45/434.41,3363.4,418,-3.0053,98969,22968,19.435,1.9395e-84,1,3.8791e-84,3.5503e-83,False
COPS4-6,COPS4,6059.1/6016.1/7008.6,2236.3/2183.7/2030.5,6345.2,2148.4,-1.562,315130,46662,19.429,2.1993e-84,1,4.3985e-84,3.9877e-83,False
COPS4-7,COPS4,3704.9/3274.4/3463.2,506.17/472.42/472.94,3476.4,483.59,-2.8432,46598,23830,19.387,4.9443e-84,1,9.8887e-84,8.8813e-83,False
PSMD7-1,PSMD7,3838/3912.5/4075,860.12/660.09/699.3,3940.6,734.98,-2.421,14686,27409,19.363,7.9452e-84,1,1.589e-83,1.414e-82,False
POLR2A-7,POLR2A,2794.5/2817.3/2456,125.19/114.64/94.396,2684,110.65,-4.5879,40997,17856,19.258,6.0202e-83,1,1.204e-82,1.0615e-81,False
NUP205-5,NUP205,3893.5/3677/4020.1,693.5/584.28/916.99,3861,718.92,-2.4234,30114,26791,19.196,1.9861e-82,1,3.9721e-82,3.4702e-81,False
COPB1-7,COPB1,2959.2/3001.1/2734.4,154.01/219.11/328.46,2895.8,222.97,-3.6931,20568,19435,19.173,3.1103e-82,1,6.2206e-82,5.3856e-81,False
PSMB2-15,PSMB2,3235.8/3146.1/3662.3,554.8/464.1/347.72,3340.7,447.37,-2.8978,76146,22794,19.164,3.704e-82,1,7.408e-82,6.3564e-81,False
PSMD6-12,PSMD6,4220.9/4587.5/4470.4,1162.7/897.69/1096.2,4423.6,1045.9,-2.0794,35063,31185,19.127,7.529e-82,1,1.5058e-81,1.2806e-80,False
COPA-2,COPA,3222.4/3632.7/3562.7,676.39/379.04/554.82,3467.9,522.01,-2.7296,48204,23765,19.109,1.0554e-81,1,2.1109e-81,1.7794e-80,False
PSMD6-1,PSMD6,4624/4738/4252.5,1258.2/1016.9/1075.9,4533.3,1112.4,-2.0259,64506,32051,19.108,1.0754e-81,1,2.1509e-81,1.7974e-80,False
RPL36-6,RPL36,2746.6/2978.9/2520.9,133.3/160.86/190.72,2742.4,159.92,-4.0916,52517,18290,19.096,1.3626e-81,1,2.7252e-81,2.2577e-80,False
NUP54-11,NUP54,4806.8/4873.8/4584.4,1001.5/1442.2/1340.8,4753.4,1246.5,-1.9302,22964,33793,19.077,1.9585e-81,1,3.9171e-81,3.2173e-80,False
RPL30-1,RPL30,3201.4/3404.6/3202,426.91/411.4/431.53,3267.9,423.19,-2.946,13734,22241,19.075,2.0324e-81,1,4.0649e-81,3.3104e-80,False
COPS8-4,COPS8,6008.3/5857.2/5681,1847.2/2076.4/1953.4,5847.3,1956.8,-1.5788,26838,42590,18.852,1.4153e-79,1,2.8305e-79,2.2858e-78,False
PSMD7-2,PSMD7,4006.5/4138.7/4116.8,777.26/1237.9/776.36,4086.9,907.35,-2.1701,5023.7,28547,18.819,2.6541e-79,1,5.3082e-79,4.251e-78,False
PSMC4-2,PSMC4,4976.3/4904.3/5041.8,1346.5/1396/1588.4,4973.8,1439.9,-1.7876,4731.4,35547,18.743,1.0983e-78,1,2.1966e-78,1.7446e-77,False
NLRP5-5,NLRP5,6534.9/6442.7/6597.3,10282/11613/10052,6524.6,10627,0.70371,6052.2,48138,18.699,1,2.5293e-78,5.0585e-78,3.9846e-77,True
COPA-9,COPA,3638.9/3702/3616.1,858.32/793.22/511.47,3652.1,703.54,-2.3744,1978.6,25179,18.582,2.2337e-77,1,4.4675e-77,3.4905e-76,False
RPL18A-4,RPL18A,3652.3/4080.6/3483.4,819.59/689.67/773.47,3730.5,758.98,-2.2957,94876,25782,18.506,9.2279e-77,1,1.8456e-76,1.4303e-75,False
COPZ1-11,COPZ1,4779.1/4951.4/5268.3,1488.8/1235.1/1834,4995.5,1499.6,-1.7354,61609,35721,18.497,1.0935e-76,1,2.187e-76,1.6813e-75,False
RPL11-1,RPL11,3324.9/2930/3083.7,517.88/365.18/428.64,3108.6,432.79,-2.8417,39647,21035,18.45,2.6123e-76,1,5.2246e-76,3.9848e-75,False
PSMC2-2,PSMC2,3794.9/3648.4/4380.9,910.56/891.21/843.79,3929.1,881.4,-2.155,150450,27319,18.439,3.2008e-76,1,6.4017e-76,4.8441e-75,False
HTR3D-1,HTR3D,9258.5/8635.8/8764.7,14158/13507/13400,8882.3,13684,0.62347,108070,67959,18.421,1,4.4632e-76,8.9264e-76,6.7018e-75,True
RPL9-9,RPL9,2612.6/2846.9/2904.7,342.25/290.29/213.84,2785.2,276.96,-3.3253,23941,18608,18.387,8.3248e-76,1,1.665e-75,1.2403e-74,False
PSMD6-5,PSMD6,3664.7/3703.8/3343.4,563.81/691.52/838.01,3566.9,688.75,-2.3709,39138,24524,18.379,9.6682e-76,1,1.9336e-75,1.4294e-74,False
COPS2-6,COPS2,3333.5/2859.8/3194.8,465.64/410.48/488.36,3122.9,453.62,-2.7806,59361,21142,18.358,1.4328e-75,1,2.8657e-75,2.1022e-74,False
PSMB2-21,PSMB2,4423.9/4521/4002.8,1160.9/1025.3/1174.2,4309.9,1118,-1.9457,75935,30292,18.339,2.007e-75,1,4.0139e-75,2.9223e-74,False
RPL3-11,RPL3,5389.9/6249.7/5285.6,1775.2/1891.5/2159.6,5625.7,1935.6,-1.5388,280300,40790,18.271,7.021e-75,1,1.4042e-74,1.0146e-73,False
RPL11-10,RPL11,4416.2/4052.9/3649.3,1115.9/739.6/1098.1,4027.3,967.73,-2.056,147410,28082,18.257,9.0422e-75,1,1.8084e-74,1.2969e-73,False
POLA1-1,POLA1,3833.2/3842.3/3887.4,712.42/922.65/1022,3854.2,875.8,-2.1365,841.26,26739,18.215,1.9791e-74,1,3.9583e-74,2.8177e-73,False
COPB1-8,COPB1,3712.6/3717.7/3604.6,731.33/721.11/894.84,3677.9,778.55,-2.2386,4081.7,25377,18.2,2.5595e-74,1,5.1191e-74,3.6172e-73,False
RPS9-7,RPS9,3511.6/3581/3007.2,507.07/811.71/535.55,3356.5,604.07,-2.4722,98237,22915,18.183,3.5360000000000002e-74,1,7.0720000000000004e-74,4.9607e-73,False
RPS19-7,RPS19,2548.5/2556.9/2792.2,108.98/349.46/327.5,2630.1,231.92,-3.4978,19142,17456,18.152,6.2397e-74,1,1.2479e-73,8.6903e-73,False
RPL30-7,RPL30,5115.1/4566.3/4868.6,1550.9/1468.1/1414,4844.8,1476.6,-1.7135,75602,34519,18.129,9.4735e-74,1,1.8947e-73,1.3099e-72,False
PSMC4-4,PSMC4,2953.4/2905.1/2763.3,486.35/273.65/354.47,2872.8,361.34,-2.9876,9764.5,19262,18.096,1.725e-73,1,3.45e-73,2.3682e-72,False
POLR2D-8,POLR2D,2938.1/3388.9/2988.4,377.37/429.89/700.27,3098.8,484.32,-2.6752,61094,20960,18.059,3.3771000000000003e-73,1,6.7542000000000006e-73,4.6034e-72,False
PSMA3-1,PSMA3,5750.8/5372.4/5593,2228.2/1930.3/1720.3,5569.9,1948.7,-1.5147,36124,40339,18.03,5.6519e-73,1,1.1304e-72,7.6499e-72,False
COPS8-12,COPS8,3002.2/3460/3552.6,543.09/608.32/716.64,3329.3,618.64,-2.4262,86964,22708,17.988,1.1995e-72,1,2.399e-72,1.6122e-71,False
RPL11-7,RPL11,7855/7259.9/6953.7,3193.7/2944.5/3259.6,7346.8,3129.6,-1.2309,210190,54966,17.988,1.2151e-72,1,2.4303e-72,1.6219e-71,False
POLR2F-2,POLR2F,6912.1/7198/7041.7,2854.2/3057.3/2974.4,7049.6,2960.8,-1.2513,20505,52487,17.847,1.5146e-71,1,3.0292e-71,2.0076e-70,False
PSMD7-9,PSMD7,3787.3/4303.1/3813.8,1015.9/993.83/989.23,3961.2,999.6,-1.9854,84444,27568,17.837,1.8314e-71,1,3.6628e-71,2.4109e-70,False
NUP93-8,NUP93,5666.5/5336.4/5839.7,1786/2039.4/2271.3,5610.3,2022.5,-1.4715,65410,40666,17.792,4.0992e-71,1,8.1984e-71,5.3431e-70,False
RPS13-10,RPS13,3166/3147/3067.8,696.2/412.33/542.3,3126.6,537.95,-2.5368,2712.3,21170,17.791,4.1143e-71,1,8.2287e-71,5.3431e-70,False
RPL36-10,RPL36,3186.1/3061.1/3246.7,679.09/457.63/586.6,3163.7,567.02,-2.4781,8956.1,21451,17.729,1.2423e-70,1,2.4846e-70,1.6025e-69,False
COPS4-2,COPS4,4346.4/4231.1/4294.3,1441.9/933.74/1334.1,4290.3,1215.6,-1.8186,3332.4,30138,17.711,1.7141e-70,1,3.4282e-70,2.1963e-69,False
PSMC1-4,PSMC1,5235.7/5092.6/4933.6,1566.2/1788.9/1791.6,5085.8,1712.2,-1.57,22854,36443,17.672,3.4441e-70,1,6.8883e-70,4.3839e-69,False
COPZ1-4,COPZ1,2751.4/2849.7/2489.1,330.54/396.61/269.7,2692.4,328.22,-3.0323,34764,17917,17.662,4.1251e-70,1,8.2502e-70,5.2161e-69,False
POLR2D-1,POLR2D,4366.5/4428.7/4556.9,1449.1/1269.3/1288.8,4450,1333.4,-1.7379,9433.3,31393,17.59,1.471e-69,1,2.9420999999999997e-69,1.8479e-68,False
PSMB2-19,PSMB2,3787.3/3554.2/3419.9,778.16/847.76/865.94,3583.9,829.74,-2.1095,34573,24654,17.541,3.5014e-69,1,7.0028e-69,4.3699e-68,False
PSMD1-18,PSMD1,3317.2/3344.6/3284.2,559.31/856.08/653.07,3315.3,678.75,-2.2865,914.24,22601,17.538,3.7037e-69,1,7.4074e-69,4.5926e-68,False
COPS2-3,COPS2,6775.2/6505.5/6444.4,2509.2/2709.7/2935.9,6573.4,2712.7,-1.2766,30987,48541,17.523,4.7525e-69,1,9.5049e-69,5.8553e-68,False
NUP133-2,NUP133,3689.6/3572.7/3447.3,678.19/897.69/930.48,3568.5,827.42,-2.1073,14691,24536,17.499,7.2546e-69,1,1.4509e-68,8.8811e-68,False
RPL34-7,RPL34,3870.6/4357.6/3883.1,1201.5/1163.9/946.85,4030.9,1098.1,-1.8751,77149,28110,17.492,8.2169e-69,1,1.6434e-68,9.9956e-68,False
RPS8-6,RPS8,2808.9/3066.7/2995.6,288.21/645.3/636.69,2955,491.07,-2.5867,17738,19878,17.476,1.0894e-68,1,2.1787e-68,1.3168e-67,False
POLR2F-9,POLR2F,5789.1/5498.9/5606,1976.9/1958.1/2398.4,5630.1,2101.8,-1.4211,21531,40826,17.462,1.3892e-68,1,2.7785e-68,1.6688e-67,False
PSMD7-4,PSMD7,3254/3291.1/3054.8,545.8/710.94/632.84,3198.3,626.21,-2.3507,16152,21712,17.455,1.5719e-68,1,3.1438e-68,1.8765e-67,False
NUP98-12,NUP98,5117/5156.4/4948,1653.6/1592/2040.1,5073,1751.2,-1.5339,12258,36340,17.425,2.6607e-68,1,5.3213e-68,3.1566e-67,False
RPL35A-2,RPL35A,4873.9/4461.9/4470.4,1407.7/1571.6/1392.8,4598.1,1455.2,-1.6591,55450,32562,17.417,3.0608e-68,1,6.1216e-68,3.6091e-67,False
RPS13-6,RPS13,5298/5194.2/5300.1,1845.4/1593.8/2388.8,5263.9,1915.3,-1.4581,3662.6,37871,17.207,1.1778e-66,1,2.3557e-66,1.3804e-65,False
RPL11-5,RPL11,2809.8/2847.8/2854.2,447.62/600.92/377.58,2837.2,466.57,-2.6017,576,18996,17.2,1.3228e-66,1,2.6457e-66,1.5409e-65,False
COPB1-2,COPB1,4378.9/4145.2/4077.9,1423/1286.9/1094.2,4198.7,1260.7,-1.7349,24969,29420,17.129,4.533e-66,1,9.066e-66,5.2484e-65,False
COPA-6,COPA,2174.1/2268.8/2189,65.748/281.97/214.8,2210.3,158.53,-3.793,2593.7,14378,17.111,6.1783e-66,1,1.2357e-65,7.1106e-65,False
POLR2F-1,POLR2F,9024/9633.1/9059,4276.3/5139.3/4674.5,9234.5,4683.5,-0.9793,116990,70979,17.082,1.0058e-65,1,2.0116e-65,1.1507e-64,False
COPA-7,COPA,2931.4/3010.3/3352,678.19/560.24/640.55,3092.7,624.35,-2.3066,50031,20914,17.068,1.2849e-65,1,2.5699e-65,1.4613e-64,False
RPS8-10,RPS8,3266.5/3154.4/3092.3,516.97/683.2/843.79,3170.2,667.96,-2.2451,7792.7,21500,17.065,1.3454e-65,1,2.6909e-65,1.5211e-64,False
COPZ1-12,COPZ1,3510.6/3328/3561.3,673.69/968.87/903.51,3465.2,838.6,-2.0456,15059,23744,17.045,1.8877e-65,1,3.7754e-65,2.1218e-64,False
COPA-1,COPA,4051.5/3797.1/3800.8,1392.4/890.29/1056.7,3881.3,1094.2,-1.8258,21269,26949,16.978,5.9385e-65,1,1.1877e-64,6.6359e-64,False
RPL5-2,RPL5,3861/4053.8/4366.5,1383.4/1124.2/1180,4088.5,1224.3,-1.7388,65115,28559,16.948,9.8854e-65,1,1.9771e-64,1.0983e-63,False
RPL27-2,RPL27,3877.3/3831.3/3857.1,1106.9/977.19/1179,3855.2,1084.4,-1.8289,531.9,26746,16.942,1.102e-64,1,2.2041e-64,1.2173e-63,False
PSMD6-14,PSMD6,3419.6/3532.1/4017.3,746.64/1064.1/1129.9,3647.4,964.66,-1.9177,100990,25142,16.919,1.629e-64,1,3.258e-64,1.7891e-63,False
RPS9-1,RPS9,4069.7/3804.5/3828.2,6710.8/6671.2/6667.4,3899,6683.1,0.77726,21539,27086,16.917,1,1.6922e-64,3.3844e-64,1.848e-63,True
RPS11-7,RPS11,6978.1/6272.8/6725.7,2801.9/2585.8/3398.3,6652.4,2909.2,-1.193,127800,49193,16.877,3.3224e-64,1,6.6448e-64,3.6077e-63,False
RPL18A-1,RPL18A,6483.2/6035.4/5643.5,2888.4/2216/2492.8,6044.3,2517.5,-1.2632,176660,44196,16.776,1.8264e-63,1,3.6528e-63,1.9721e-62,False
NLRP5-1,NLRP5,6376.9/6754.8/6227.9,10341/9930.9/10045,6449.4,10104,0.64762,73788,47519,16.766,1,2.1801e-63,4.3602e-63,2.3408e-62,True
PSMD11-8,PSMD11,2768.7/2638.2/2552.6,532.29/460.4/325.57,2651.7,430.5,-2.62,11837,17616,16.735,3.6259e-63,1,7.2518e-63,3.8716e-62,False
PSMD11-3,PSMD11,3264.6/3294.7/3288.6,1079.9/983.66/487.39,3282.6,802.98,-2.03,254.25,22352,16.585,4.4526e-62,1,8.9053e-62,4.7281e-61,False
POLA1-4,POLA1,6429.6/6129.6/5884.5,2664.1/2631.1/2602.6,6143.9,2632.5,-1.2224,74551,45010,16.551,7.8948e-62,1,1.579e-61,8.3373e-61,False
POLR2F-5,POLR2F,4441.1/3782.3/4360.7,1090.7/1435.7/1588.4,4184.1,1354.9,-1.626,129340,29306,16.527,1.1801e-61,1,2.3603e-61,1.2395e-60,False
POLA1-7,POLA1,4062/3842.3/3746,1142/1236.1/1165.5,3881.2,1180.5,-1.7162,26247,26948,16.452,4.0722e-61,1,8.1444e-61,4.2537e-60,False
COPA-4,COPA,2908.4/3133.1/2776.3,704.31/589.83/631.88,2935.6,640.29,-2.1951,32571,19733,16.34,2.5591e-60,1,5.1182e-60,2.6587e-59,False
RPS8-5,RPS8,4542.6/4298.5/4064.9,1764.4/1155.6/1521.9,4297.6,1458.6,-1.5583,57097,30195,16.338,2.6505e-60,1,5.3009e-60,2.7388e-59,False
PSMB2-16,PSMB2,2136.8/1953.9/1845.6,274.7/85.978/110.77,1975.2,137.8,-3.8316,21685,12684,16.314,3.9123e-60,1,7.8246e-60,4.0211e-59,False
RPS19-6,RPS19,8290.6/8063.3/7968.1,4242.1/4322.9/3745,8106.2,4095.2,-0.98494,27460,61355,16.193,2.8127e-59,1,5.6254e-59,2.8756e-58,False
PSMB2-14,PSMB2,2747.6/2683.4/2774.9,551.2/475.19/639.58,2735,551.26,-2.3087,2202.3,18234,16.172,3.985e-59,1,7.97e-59,4.0525e-58,False
RPL34-3,RPL34,5122.8/5153.6/4883,2156.2/1798.1/2000.6,5051.7,1979.5,-1.3512,21937,36170,16.154,5.3446e-59,1,1.0689e-58,5.4064e-58,False
RPS3A-1,RPS3A,4386.6/4421.3/4298.6,1621.2/1539.3/1468,4368.5,1541.5,-1.5022,3998,30752,16.121,9.1048e-59,1,1.821e-58,9.1621e-58,False
PSMD6-13,PSMD6,2447.9/2629/2415.6,364.76/476.12/455.61,2495.7,429.31,-2.5366,13232,16464,16.105,1.1837e-58,1,2.3674e-58,1.185e-57,False
RPS7-2,RPS7,5983.4/5598.7/5709.9,10396/9207.1/7713.5,5761.7,9038.2,0.64944,39214,41894,16.008,1,5.6349e-58,1.127e-57,5.6115e-57,True
RPL11-3,RPL11,2520.7/2504.3/2619,433.21/500.15/483.54,2547.5,471.42,-2.4315,3849,16846,15.996,6.8533e-58,1,1.3707e-57,6.7897e-57,False
MAGEB3-4,MAGEB3,6217/6123.2/6235.1,8894.8/9966.1/9968.4,6191.6,9596.1,0.63206,3611.6,45401,15.978,1,9.0605e-58,1.8121e-57,8.9304e-57,True
