gene,sgRNA,B1,B2,B3,A1,A2,A3
LYZL6,LYZL6-5,4529,4401,2606,5059,4988,3888
DMRTB1,DMRTB1-1,4547,4422,2900,4841,4581,4570
LYZL6,LYZL6-7,4001,3684,2590,3269,3132,3798
HTR3D,HTR3D-3,5593,5664,3720,6954,7129,6233
CYP7A1,CYP7A1-6,3784,3525,2576,4685,3833,2809
DMRTB1,DMRTB1-8,4157,4584,2587,5404,5488,4310
IL1F10,IL1F10-9,4747,4799,3173,5518,5e3,4252
OC90,OC90-8,2350,2469,1556,2318,2211,2691
OC90,OC90-7,4066,4651,2662,4433,5099,4954
OR9Q2,OR9Q2-7,1518,1343,889,1480,1714,1793
RPS24,RPS24-11,5622,5363,3299,6480,5489,5415
MRGPRD,MRGPRD-1,6445,6919,4146,7144,7289,6447
SAGE1,SAGE1-9,2892,2518,1784,3241,2848,2772
RNASE9,RNASE9-7,2657,2770,1770,2654,2291,2109
SPATA16,SPATA16-1,4528,4718,3148,5615,7193,5485
FCRL4,FCRL4-9,1512,1384,859,916,1291,960
TAAR8,TAAR8-6,2480,3177,1782,2517,2395,2272
SPATA16,SPATA16-3,3226,3344,2072,3733,3818,3650
RPTN,RPTN-9,8265,8933,5439,9706,8634,9046
COPZ1,COPZ1-8,4214,4302,2759,5897,4739,4658
DMRTB1,DMRTB1-4,5928,6037,3975,7441,7574,7239
DMRTC2,DMRTC2-9,3517,3729,2346,3975,4711,3532
RPS24,RPS24-12,6913,7778,4600,8313,9680,7980
OR9Q2,OR9Q2-4,3046,2965,1925,3551,4458,3671
DMRTC2,DMRTC2-7,6170,5661,3704,6999,6641,6086
COPS8,COPS8-11,2581,2583,1777,3008,2947,2735
OC90,OC90-9,4061,3542,2484,4008,3774,4260
LYZL6,LYZL6-9,3370,3836,2325,3244,3429,3515
PSMA3,PSMA3-4,2194,2386,1498,1943,2025,1952
MRGPRD,MRGPRD-6,3006,3291,2288,3390,2680,2714
RPL35A,RPL35A-7,3739,4428,2754,4740,5131,4622
COPS2,COPS2-7,4055,4238,2444,3521,3190,3582
PSMD1,PSMD1-17,2437,2386,1534,2769,2397,3093
CABP5,CABP5-7,3469,3779,2263,3966,3414,3334
COPS8,COPS8-8,6162,6276,3965,8550,8199,8243
IL1F10,IL1F10-2,1179,1190,871,1301,1740,1036
PIWIL3,PIWIL3-6,5015,5273,3404,5583,4359,5073
ADH7,ADH7-8,1520,1678,1132,1613,1297,1196
TGM6,TGM6-4,2368,2571,1588,2308,2399,2663
RNASE9,RNASE9-11,3794,3883,2652,3539,4282,4092
LYZL6,LYZL6-3,3956,4186,2552,3473,3698,3708
TPH2,TPH2-3,3140,3291,1962,3070,2570,2968
TRIM42,TRIM42-3,3687,3645,2323,5928,5114,4648
PSMA3,PSMA3-9,4174,4261,2723,4032,3778,4210
DMRTC2,DMRTC2-5,4831,4844,3203,5738,4686,4756
KRT9,KRT9-1,3520,3600,2392,4096,4266,3543
ADH7,ADH7-1,4361,4126,2672,4701,4582,4242
TAS2R13,TAS2R13-4,1907,1987,1459,1954,2227,1785
HTR3D,HTR3D-8,1948,1865,1137,2197,2882,3569
SPATA16,SPATA16-4,4339,4456,2913,5663,5350,6226
RPL9,RPL9-1,3863,4196,2643,4605,5142,4840
KRT74,KRT74-6,2885,2854,1748,3939,3461,3272
CABP5,CABP5-9,5239,5554,3359,5483,5444,5138
RXFP2,RXFP2-2,2187,2146,1150,3027,2100,1716
SPATA16,SPATA16-10,4157,4459,2643,6631,5141,5677
KRT9,KRT9-2,5544,5849,4090,5638,5506,5154
CRYGB,CRYGB-6,5916,5946,4190,6784,5977,7453
RPS7,RPS7-7,3176,3308,2085,3209,3337,3159
RPL9,RPL9-8,1103,1629,928,1277,1595,1461
IL22,IL22-9,6047,6530,3956,6235,6144,6189
OTUD6A,OTUD6A-3,5356,5865,3609,6848,7235,7407
ADH7,ADH7-4,2458,3133,1546,2431,2527,2462
KRT9,KRT9-5,3945,4277,2494,4069,3471,3188
RNASE9,RNASE9-1,2360,2548,1526,2358,1891,2137
PIWIL3,PIWIL3-2,1996,1872,1061,1911,2227,1952
DMRTC2,DMRTC2-6,6282,6504,4172,7238,6434,6557
RPL30,RPL30-10,3482,3809,2493,4277,4139,4324
PSMC2,PSMC2-10,4565,5071,3019,5774,5135,5734
CYP7A1,CYP7A1-4,6830,7397,4238,7753,7151,6918
COPS2,COPS2-2,6127,6191,3932,6541,6567,6454
TRIM42,TRIM42-7,6217,5858,4003,8030,8258,7335
NLRP5,NLRP5-9,3441,3031,2078,3967,3871,3875
DMRTB1,DMRTB1-6,5313,5112,3388,5954,6645,5428
MAGEB3,MAGEB3-3,2490,2256,1926,2804,2276,3022
OLIG2,OLIG2-6,3633,3437,2413,5090,4530,4253
FAM71B,FAM71B-7,4365,3839,2739,5123,4543,3945
VN1R2,VN1R2-3,4144,3897,2608,4277,4340,3679
ABCG8,ABCG8-8,5120,5035,3562,7132,6901,6922
RNASE9,RNASE9-9,3187,3482,2198,3834,3898,5172
OR12D2,OR12D2-6,2611,3736,2052,3595,3772,3979
PSMD6,PSMD6-2,2766,2842,1990,2234,2420,3015
POU4F2,POU4F2-1,2273,2226,1413,3126,2746,3411
MRGPRD,MRGPRD-7,4469,4187,2874,5727,4228,4854
TAS2R13,TAS2R13-6,3549,3522,2268,3182,4239,3445
MAGEB3,MAGEB3-6,4910,5250,3173,4581,5354,4466
TGM6,TGM6-11,2698,2760,1870,3584,3359,3195
CABP5,CABP5-5,4723,4835,3272,4805,4943,4996
LUZP4,LUZP4-9,2468,2803,1894,3351,3491,3189
COPS8,COPS8-3,7407,6572,4607,7600,9060,9398
POU4F2,POU4F2-9,3018,3476,2362,3879,3456,3286
TPH2,TPH2-5,6256,6233,4322,7802,6450,7549
TPH2,TPH2-4,2882,3019,2025,2586,2797,2507
IL22,IL22-7,3811,4558,2622,3914,4098,3989
RPL35A,RPL35A-3,4096,4353,2815,4834,5428,4143
RPS24,RPS24-2,3370,3670,2550,4983,4519,3903
RPTN,RPTN-10,4206,4365,2806,5191,4731,4427
TAS2R13,TAS2R13-1,1273,1168,807,1628,1144,879
RPL5,RPL5-7,5410,5638,3902,6403,6870,5779
ABCG8,ABCG8-9,4992,5369,3297,6310,6666,7063
DMRTB1,DMRTB1-7,4906,4647,3077,5753,6092,5205
SPATA16,SPATA16-2,3984,4202,2976,5441,5870,5661
KRT25,KRT25-5,7055,6846,4293,6732,6942,5802
DEFB129,DEFB129-10,3844,4065,2377,3983,4655,4633
CRYGB,CRYGB-1,4956,4942,3085,6622,6322,5944
DMRTC2,DMRTC2-8,9479,8929,5845,8261,9382,9344
OR12D2,OR12D2-7,3079,3289,1882,3422,2874,3730
RPL5,RPL5-10,7190,6969,4054,9762,8308,7740
RPL34,RPL34-2,1956,2360,1247,2391,2158,2104
OC90,OC90-4,2441,2225,1558,3322,3357,3530
CYP7A1,CYP7A1-8,6929,7098,4275,8969,7882,8318
IL22,IL22-3,6080,6824,4269,6200,5655,6078
KRT9,KRT9-4,2284,2205,1518,2346,2691,2232
DMRTB1,DMRTB1-9,7177,7106,4692,9023,7823,8628
NPSR1,NPSR1-7,3577,3308,2134,4555,3128,3877
IL1F10,IL1F10-8,4280,4654,3016,6571,6338,7391
NLRP5,NLRP5-3,4838,5937,3376,7824,5962,6369
ADH7,ADH7-2,2205,1976,1214,2321,2344,2577
RPTN,RPTN-2,5219,5745,3225,5829,5398,5673
RXFP2,RXFP2-7,3083,3670,1993,3490,3953,3530
HTR3D,HTR3D-1,9671,9352,6074,15720,14610,13912
LHX5,LHX5-6,2396,2583,1683,2750,2534,2194
KRT74,KRT74-9,6596,7027,4262,7408,6164,6333
KRT25,KRT25-6,4037,4788,3160,5235,4615,4621
FCRL4,FCRL4-6,4472,4412,2847,5046,4884,4626
ABCG8,ABCG8-10,4661,4797,3196,6309,6051,5646
PSMC1,PSMC1-2,3650,3610,2406,5759,5260,4853
OTUD6A,OTUD6A-5,3147,2797,1921,4050,4183,3129
FCRL4,FCRL4-3,2575,2465,1578,2772,3129,3153
KRT25,KRT25-9,3902,4060,2644,3762,4813,4009
DMRTB1,DMRTB1-3,7756,8187,5031,9569,9234,9761
KRT77,KRT77-2,3303,3256,2096,3380,3422,3134
OTUD6A,OTUD6A-6,4955,5005,3279,4447,5317,5160
TPH2,TPH2-1,3246,3254,2104,4024,2677,3583
OLIG2,OLIG2-2,6375,6748,3889,7492,6864,7709
KRT74,KRT74-4,5853,5399,3930,5249,5508,5193
KRT9,KRT9-9,5668,6108,3394,5869,6260,7143
FCRL4,FCRL4-2,7451,7788,4708,9965,10240,9707
PSMB2,PSMB2-24,3245,3160,2024,3122,3280,3414
RNASE9,RNASE9-8,4018,3803,2721,5045,5305,4359
RPS7,RPS7-8,1075,1240,803,2009,1855,1383
DMRTC2,DMRTC2-2,6168,6343,4031,6550,7241,6248
SAGE1,SAGE1-7,3156,2740,1887,4113,3527,2824
NPHS2,NPHS2-9,5890,5938,3504,6232,5885,5195
RPL27,RPL27-5,6933,7482,4500,8930,9366,8868
PIWIL3,PIWIL3-10,3884,3999,2917,5799,5480,4024
ABCG8,ABCG8-5,3988,4130,2744,5369,5755,4394
SAGE1,SAGE1-3,4148,4175,2696,5292,5790,5162
RPS7,RPS7-2,6250,6063,3957,11543,9959,8008
TPH2,TPH2-10,5630,6516,4096,7514,8886,7491
PLA2G2E,PLA2G2E-9,2765,3253,2039,3068,2505,2670
CYP7A1,CYP7A1-10,5726,5975,3712,6540,6937,6866
FCRL4,FCRL4-1,6932,5871,4244,7451,8146,7356
CYP7A1,CYP7A1-1,3840,3832,2637,4434,4309,4501
TAAR1,TAAR1-3,4234,4325,2762,4989,5282,4697
RXFP2,RXFP2-10,6019,5379,3546,7677,7103,7376
LUZP4,LUZP4-5,2994,3019,2150,3953,3460,3903
OLIG2,OLIG2-9,3277,3825,2321,4216,4140,3545
DMRTB1,DMRTB1-5,1149,907,741,1242,1340,1210
LHX5,LHX5-8,6822,7275,4800,8295,7901,7609
LUZP4,LUZP4-7,1417,1382,901,1824,1775,1609
KRT9,KRT9-8,3201,2839,1853,3009,2600,2583
MRGPRD,MRGPRD-3,7169,7695,4713,7730,7309,7122
MAGEB3,MAGEB3-9,6241,6427,4077,7405,6928,7736
FCRL4,FCRL4-7,3542,4042,2454,4064,4196,3699
OC90,OC90-2,4168,4195,2690,4421,4715,5091
CYP7A1,CYP7A1-5,2269,2439,1623,3483,2646,2969
RNASE9,RNASE9-5,5100,5520,3479,7067,6305,6904
PIWIL3,PIWIL3-1,5369,5898,3413,7051,5890,5624
OR12D2,OR12D2-2,5620,6005,3994,7402,6809,6181
OR9Q2,OR9Q2-9,3151,3018,2060,3982,4183,3789
PIWIL3,PIWIL3-8,7684,8167,4843,9512,8811,9039
TAS2R9,TAS2R9-2,8191,8491,5537,11192,10223,10343
KRT77,KRT77-3,4490,4338,3036,5016,4610,4463
RPTN,RPTN-5,4713,4699,2811,5127,5023,5039
TAAR1,TAAR1-10,1726,1920,1354,2483,2540,2043
CYP7A1,CYP7A1-3,4324,4332,3108,5930,5358,5935
DEFB129,DEFB129-9,5019,4908,3352,7210,6338,6940
ADH7,ADH7-6,4568,4750,2973,5485,4640,4761
DMRTC2,DMRTC2-10,7150,8113,4725,9166,7939,7512
IL1F10,IL1F10-5,6188,6075,4026,8399,7884,7295
MAGEB3,MAGEB3-7,4021,4048,2592,5033,5496,4947
TGM6,TGM6-9,2853,3380,2213,3763,4168,2933
VN1R2,VN1R2-1,5883,6047,4369,7462,6390,6969
KRT74,KRT74-8,5977,6392,4121,7534,7219,7011
MRGPRD,MRGPRD-5,6787,7629,4314,9100,7970,7405
OTUD6A,OTUD6A-1,1148,1048,692,1739,1233,1496
PSMC2,PSMC2-8,3809,3847,2408,4470,4621,4870
TRIM42,TRIM42-8,7733,7333,4919,10300,10104,9940
KRT9,KRT9-6,5714,5852,3596,5492,5672,5976
CABP5,CABP5-3,4737,5283,3400,6571,6400,5662
HTR3D,HTR3D-2,2173,2299,1512,2719,2844,3699
LUZP4,LUZP4-10,6850,7422,4480,9419,8313,8375
PSMB2,PSMB2-8,3757,4035,2715,4924,5005,5248
KRT74,KRT74-2,7140,7425,4953,8476,7084,6527
TAAR1,TAAR1-1,4064,4240,3099,5e3,3974,4290
NPSR1,NPSR1-5,5334,5621,3642,6715,5925,5912
DEFB129,DEFB129-7,3501,3415,2244,4827,4627,4314
KRT77,KRT77-5,2816,3030,1757,2850,3014,2295
LHX5,LHX5-1,3256,3780,2365,3396,3965,3340
VN1R2,VN1R2-7,3761,3742,2532,4485,4164,3730
TAAR8,TAAR8-4,5717,6378,3961,6497,6662,6419
PSMA3,PSMA3-7,5812,5246,3963,7518,5549,6020
LHX5,LHX5-5,4498,4880,3289,4690,5657,5776
TAS2R13,TAS2R13-5,2680,2958,1946,3603,2945,3354
NPHS2,NPHS2-3,6093,5950,3746,6583,7168,6170
MAGEB3,MAGEB3-1,2840,3148,1753,3621,3214,3465
OC90,OC90-3,4141,3990,2774,5023,4664,4871
HTR3D,HTR3D-4,7144,7418,4458,9698,9871,9124
HTR3D,HTR3D-9,5127,5534,3439,7050,7596,6336
OC90,OC90-5,1770,2005,1234,2572,2974,3146
OR9Q2,OR9Q2-2,4847,5147,3357,6812,5986,6134
PIWIL3,PIWIL3-3,5457,5956,3852,7345,7369,6591
RNASE9,RNASE9-3,4609,5256,3160,6490,5525,5582
TAS2R9,TAS2R9-8,3930,4173,2771,5220,6167,6017
TRIM42,TRIM42-2,8393,7954,5174,11266,12375,10610
POU4F2,POU4F2-10,3905,3862,2715,3751,3618,3468
TPH2,TPH2-6,3214,3382,1957,2626,2867,3194
PLA2G2E,PLA2G2E-6,7280,7260,4487,6370,7400,6674
IL22,IL22-8,6360,6773,4086,6722,6903,5697
KRT77,KRT77-8,1338,1550,775,1383,1487,1166
KRT74,KRT74-5,6575,6757,4337,7082,6450,6572
KRT25,KRT25-1,3981,4062,2809,4349,4337,3942
RNASE9,RNASE9-10,4997,5508,3702,6016,5335,5211
KRT77,KRT77-1,6603,6702,4155,6394,7450,6326
LYZL6,LYZL6-1,8271,9136,5930,9660,8889,8547
TAS2R13,TAS2R13-3,3437,3853,2356,4196,3786,3444
VN1R2,VN1R2-5,3990,4561,2797,4986,4436,4184
CABP5,CABP5-2,2033,1860,1295,2107,2187,2063
OTUD6A,OTUD6A-2,5349,5452,3610,6130,5856,5399
NLRP5,NLRP5-2,3414,3733,2418,4823,3625,3343
ADH7,ADH7-3,5569,5544,3707,6130,5945,6043
NPHS2,NPHS2-4,5547,6066,3731,7039,5729,6060
RPTN,RPTN-7,5025,5532,3480,6946,6137,4467
LHX5,LHX5-7,4454,4488,2804,5198,4473,4969
FCRL4,FCRL4-5,4312,4474,3184,4731,5236,5153
OR12D2,OR12D2-1,2186,2325,1540,2867,2614,2382
KRT25,KRT25-10,5805,6226,3966,6798,6925,6203
OTUD6A,OTUD6A-9,3655,3857,2450,4947,3694,4113
OR9Q2,OR9Q2-1,3916,3975,2716,5092,4168,4312
PSMB3,PSMB3-8,2819,2692,1723,3314,3438,2638
IL22,IL22-10,8129,7395,4707,8479,8085,8426
RPL27,RPL27-3,3446,4410,2406,4657,4242,4106
KRT74,KRT74-1,6377,6848,4508,8242,6643,7480
RPS11,RPS11-5,2735,2952,1722,3069,3405,3135
FCRL4,FCRL4-8,3786,3957,2643,4494,4600,4293
KRT77,KRT77-4,7839,8192,5313,9051,9698,8002
TGM6,TGM6-10,5445,4849,3693,5791,6141,6004
PIWIL3,PIWIL3-4,6612,5966,4487,8046,7191,6582
NPHS2,NPHS2-10,3521,3729,2455,4782,4187,3771
KRT25,KRT25-7,5200,5773,3954,6235,5642,7428
DEFB129,DEFB129-6,2228,2339,1532,3527,2126,2719
TAAR1,TAAR1-4,3654,3975,2455,4649,4708,3874
CRYGB,CRYGB-2,3269,3647,2388,4301,4413,3620
DEFB129,DEFB129-1,5005,5371,3200,6428,4671,6530
RPTN,RPTN-3,5646,5830,3948,6186,7391,6359
LHX5,LHX5-9,4213,4135,2798,5741,4988,4051
OR9Q2,OR9Q2-3,6172,6402,3934,7371,7608,6273
LHX5,LHX5-4,1280,1555,1043,1605,2081,1877
FAM71B,FAM71B-4,7641,7571,4537,8581,8265,8235
ADH7,ADH7-5,5175,5440,3304,6184,5760,6133
PLA2G2E,PLA2G2E-5,5034,5653,3247,6702,6101,5307
TGM6,TGM6-14,5194,5332,3680,6734,5770,6145
NPHS2,NPHS2-1,1702,2108,1118,2308,1890,2687
PLA2G2E,PLA2G2E-10,5125,5421,3087,6035,6037,5593
OR12D2,OR12D2-10,1745,2096,1289,2217,2889,2145
KRT9,KRT9-10,5089,4992,3270,5721,5904,5964
TGM6,TGM6-6,4387,4428,2690,5372,5201,4731
KRT77,KRT77-9,8163,8737,5238,9408,9750,9269
PLA2G2E,PLA2G2E-1,9487,10454,6697,11876,11731,10594
IL22,IL22-6,2613,3247,1995,4303,3348,3272
NPHS2,NPHS2-6,4727,4242,3387,5169,6479,5205
TAAR8,TAAR8-3,3269,3267,2217,4269,4242,3546
TAAR8,TAAR8-8,3881,4362,2566,4410,4982,5167
ABCG8,ABCG8-1,5029,5225,3295,5560,6598,6368
ABCG8,ABCG8-2,3563,3258,2105,5332,4319,4790
ABCG8,ABCG8-3,4984,5523,3557,7179,7159,7320
ABCG8,ABCG8-4,4309,4684,2816,6330,6886,5512
ABCG8,ABCG8-6,7855,8013,5452,10425,10304,10832
ABCG8,ABCG8-7,5208,5210,3290,8248,7680,7731
ADH7,ADH7-10,4371,5002,3345,8811,7088,6865
ADH7,ADH7-7,2472,3063,1708,3925,4010,3720
ADH7,ADH7-9,4911,4868,3386,6776,6130,6690
CABP5,CABP5-1,9273,9787,5818,10850,11714,10515
CABP5,CABP5-10,3515,3729,2339,4301,4357,4541
CABP5,CABP5-4,8978,9567,5410,10962,10730,11445
CABP5,CABP5-6,7536,8090,5142,11798,10272,10308
CABP5,CABP5-8,4529,5272,3241,7055,6235,6804
COPA,COPA-5,3069,3338,2237,4699,4701,4805
COPB1,COPB1-9,7260,7780,5126,10464,10054,10775
COPS4,COPS4-5,4551,4590,3184,6043,5977,4865
COPS8,COPS8-7,5004,5567,3727,8097,8867,7770
COPZ1,COPZ1-13,7557,8348,5243,10295,10332,9277
COPZ1,COPZ1-16,4593,5032,2983,7449,5821,5896
COPZ1,COPZ1-6,5067,5915,3799,7606,7995,6915
CRYGB,CRYGB-10,6599,7192,4561,8615,10059,8523
CRYGB,CRYGB-3,5085,5596,3328,7332,8036,6798
CRYGB,CRYGB-4,5759,6261,4e3,9190,7996,8266
CRYGB,CRYGB-5,6554,6396,4409,8905,8239,7880
CRYGB,CRYGB-7,6620,6613,4627,8477,8561,8824
CRYGB,CRYGB-9,4919,5029,3436,7868,6764,6251
CYP7A1,CYP7A1-2,6936,6433,4395,9217,8403,7572
CYP7A1,CYP7A1-7,8493,9306,5771,12400,12831,11713
CYP7A1,CYP7A1-9,3090,3346,2039,4984,4497,4269
DEFB129,DEFB129-2,7172,7484,4752,9343,8881,8213
DEFB129,DEFB129-3,10011,9816,6049,15056,12035,14275
DEFB129,DEFB129-4,7480,7540,4722,12701,11092,9070
DEFB129,DEFB129-5,5482,5727,3541,7066,6795,6421
DEFB129,DEFB129-8,6818,7027,4689,9213,11280,9907
DMRTB1,DMRTB1-2,5406,5246,3454,7990,9095,7910
DMRTC2,DMRTC2-4,5387,5631,3515,8108,6995,7328
FAM71B,FAM71B-1,4853,5137,3795,9006,7947,7321
FAM71B,FAM71B-10,5276,5807,3467,7199,8074,8249
FAM71B,FAM71B-2,9992,10934,6709,15461,14239,15863
FAM71B,FAM71B-3,7753,8686,5485,13451,12022,11713
FAM71B,FAM71B-5,4683,4407,3006,7241,7167,6692
FAM71B,FAM71B-6,11278,10835,7226,14464,15225,14015
FAM71B,FAM71B-8,6633,6516,4282,10177,11299,9134
FCRL4,FCRL4-4,3424,3498,2394,4804,4567,4506
HTR3D,HTR3D-10,5405,6004,3806,8469,6649,6850
HTR3D,HTR3D-6,3163,3423,2379,5979,4637,5459
IL22,IL22-1,3743,4326,2498,5316,5419,4420
IL22,IL22-4,13125,13315,8693,20697,21741,20555
IL22,IL22-5,8117,8685,5708,9965,11019,9703
KRT25,KRT25-8,3461,3115,2191,4232,4190,3780
KRT74,KRT74-3,3409,3258,2532,5271,4783,4085
KRT77,KRT77-10,8005,8587,5211,10843,10664,9130
KRT77,KRT77-6,4891,4922,3440,6876,6690,6815
KRT77,KRT77-7,5180,5149,3165,7753,6823,6490
KRT9,KRT9-3,5831,5868,3752,7521,7634,7149
KRT9,KRT9-7,4896,5794,3286,8891,6729,7177
LHX5,LHX5-10,6160,6594,4174,8960,11064,9246
LHX5,LHX5-2,4578,4804,3234,7429,6433,7020
LUZP4,LUZP4-2,6366,6433,3794,8735,8384,8367
LUZP4,LUZP4-3,4077,3912,2602,6111,6495,6013
LUZP4,LUZP4-4,5289,6151,3678,7941,7854,8146
LUZP4,LUZP4-6,5741,6059,3553,8230,7933,7568
LUZP4,LUZP4-8,8193,8261,5302,13455,12404,11502
LYZL6,LYZL6-10,8995,9120,6438,11810,13171,11087
MAGEB3,MAGEB3-10,4660,4584,2883,7521,7768,7109
MAGEB3,MAGEB3-2,6430,6782,4455,9161,8325,7681
MAGEB3,MAGEB3-4,6494,6631,4321,9876,10780,10349
MAGEB3,MAGEB3-5,3607,4131,2491,5200,5247,4875
MAGEB3,MAGEB3-8,4096,4877,2870,5898,5621,5763
MRGPRD,MRGPRD-4,6386,6729,4246,8906,7775,7234
NLRP5,NLRP5-1,6661,7315,4316,11482,10742,10428
NLRP5,NLRP5-10,5025,5159,3152,7015,6477,5240
NLRP5,NLRP5-4,7253,7142,4663,11486,10495,10262
NLRP5,NLRP5-5,6826,6977,4572,11416,12561,10436
NLRP5,NLRP5-6,5470,6159,3999,9599,8199,8471
NLRP5,NLRP5-7,7724,8304,5472,10772,9183,10247
NLRP5,NLRP5-8,3666,3672,2382,4669,4390,4551
NPHS2,NPHS2-7,7539,7539,5482,9858,9965,9919
NPHS2,NPHS2-8,9689,9775,6655,13651,14406,12966
NPSR1,NPSR1-1,3504,4109,2603,5564,5366,5678
NPSR1,NPSR1-2,7993,8772,5173,10757,9767,8957
NPSR1,NPSR1-3,5571,5322,3471,7952,7043,8023
NPSR1,NPSR1-4,5115,4856,3448,7865,6757,6391
NPSR1,NPSR1-6,4863,5626,3771,7182,7322,6128
NPSR1,NPSR1-8,4841,5533,3386,6665,6951,6367
NPSR1,NPSR1-9,3964,4591,2539,5975,6223,5280
NUP133,NUP133-4,3489,4075,2482,5759,7214,5298
NUP133,NUP133-9,4024,3798,2303,6344,5991,5721
OC90,OC90-10,2801,2827,1778,5142,3856,4848
OLIG2,OLIG2-1,3255,3108,1736,5104,4314,4977
OLIG2,OLIG2-10,2101,2026,1343,3110,2980,2696
OLIG2,OLIG2-3,3685,3846,2656,5917,4686,5458
OLIG2,OLIG2-4,4440,4721,3298,6876,6064,6682
OLIG2,OLIG2-7,5733,6561,3633,9305,6980,8220
OLIG2,OLIG2-8,6067,6997,3992,8794,9348,9088
OR12D2,OR12D2-3,5715,6570,4178,8124,7473,7403
OR12D2,OR12D2-4,5952,5416,3753,7128,6998,7984
OR12D2,OR12D2-5,6970,7991,4827,10014,10697,8903
OR12D2,OR12D2-8,3553,3708,2529,6041,5240,5538
OR12D2,OR12D2-9,4439,5212,2943,6768,5748,5369
OR52E8,OR52E8-1,5116,5127,3237,6849,6185,5711
OR52E8,OR52E8-10,5902,5663,3177,8122,6932,6686
OR52E8,OR52E8-2,5096,5050,3555,7214,7016,7355
OR52E8,OR52E8-3,2248,2128,1208,2773,2745,3185
OR52E8,OR52E8-4,8428,9032,5607,12347,11801,10881
OR52E8,OR52E8-5,7778,7639,5052,11380,11031,9749
OR52E8,OR52E8-6,5359,5679,3463,6596,8035,6897
OR52E8,OR52E8-7,6977,7601,4766,11334,10567,10086
OR52E8,OR52E8-8,10050,10083,6507,12806,11872,12185
OR52E8,OR52E8-9,6644,6347,3886,9997,9403,8542
OR9Q2,OR9Q2-10,3924,4457,2881,5857,5336,4514
OR9Q2,OR9Q2-5,8229,8431,5477,9695,10172,10942
OTUD6A,OTUD6A-4,3521,3782,2494,5750,5931,5147
OTUD6A,OTUD6A-7,6775,7554,4428,12578,11722,11289
PIWIL3,PIWIL3-7,5954,6203,3947,8482,8539,7708
PLA2G2E,PLA2G2E-2,8272,8481,5379,9927,8949,10290
PLA2G2E,PLA2G2E-3,3278,3178,2097,4111,4432,4706
PLA2G2E,PLA2G2E-4,4912,5960,3688,8009,8935,7302
PLA2G2E,PLA2G2E-7,5016,4811,3322,7131,6904,6605
PLA2G2E,PLA2G2E-8,5218,5175,3580,6870,7674,6256
POLR2A,POLR2A-6,4136,3989,2715,7065,6816,6598
POU4F2,POU4F2-2,4476,3995,2894,6131,6016,5824
POU4F2,POU4F2-3,4549,5007,2887,5902,6423,5176
POU4F2,POU4F2-4,2951,3216,2241,4836,3954,4710
POU4F2,POU4F2-5,4561,4905,2820,6281,5971,6029
POU4F2,POU4F2-6,3210,3481,2107,4889,3956,3807
POU4F2,POU4F2-7,2667,2713,1925,4730,4690,4672
POU4F2,POU4F2-8,4282,4864,3143,6271,7350,6140
PSMB2,PSMB2-7,3700,3716,2549,5118,5309,4673
PSMB3,PSMB3-4,6428,6647,4737,9513,8687,8326
PSMC2,PSMC2-6,3043,2858,1752,4007,3798,3333
PSMD1,PSMD1-15,9120,8822,5517,11748,10523,11408
RNASE9,RNASE9-2,3261,3507,2064,5009,5094,4402
RNASE9,RNASE9-6,3800,3710,2487,4858,5034,4418
RPL27,RPL27-4,5879,6064,4221,8943,9382,9276
RPL27,RPL27-6,4113,4783,3059,6377,5976,6459
RPL30,RPL30-6,4473,4006,2754,5736,6417,5372
RPL36,RPL36-8,2429,2166,1498,3276,3381,3045
RPS24,RPS24-1,3600,3326,2219,4792,4605,4120
RPS24,RPS24-9,4360,4388,2770,6230,5887,5441
RPS7,RPS7-5,10340,10852,7421,13974,14765,13242
RPS9,RPS9-1,4251,4120,2653,7451,7216,6922
RPS9,RPS9-5,5077,5399,3680,7921,7374,8264
RPS9,RPS9-9,4228,4190,2807,7023,5528,6178
RPTN,RPTN-1,5124,5303,3296,5768,7179,6746
RPTN,RPTN-6,3489,3780,2508,5227,4917,4552
RPTN,RPTN-8,6161,6472,4399,8048,8921,7496
RXFP2,RXFP2-1,5505,5818,3756,6899,6803,6481
RXFP2,RXFP2-3,7122,7469,4805,9733,10670,8964
RXFP2,RXFP2-4,5064,5387,3328,7047,6470,6670
RXFP2,RXFP2-5,8444,9025,5785,10869,10635,11357
RXFP2,RXFP2-8,5314,4919,3166,7723,6816,7538
RXFP2,RXFP2-9,3227,3307,2153,4473,4057,4042
SAGE1,SAGE1-1,3833,4382,2580,5056,6029,5716
SAGE1,SAGE1-10,5393,5928,3620,7057,6592,6697
SAGE1,SAGE1-2,5820,6143,3515,8679,8629,8080
SAGE1,SAGE1-4,7788,9084,5238,9637,10142,10011
SAGE1,SAGE1-5,5852,6327,3852,8656,7745,7366
SAGE1,SAGE1-6,4659,5359,3035,6087,6393,6042
SAGE1,SAGE1-8,6218,6669,4071,8855,7873,8787
SPATA16,SPATA16-5,3921,4400,2645,5009,5407,5553
SPATA16,SPATA16-6,4692,4993,3109,6628,6697,6540
SPATA16,SPATA16-7,4551,4504,2784,6027,6363,6471
SPATA16,SPATA16-8,7950,8300,5429,12669,11469,11598
SPATA16,SPATA16-9,2094,2389,1566,2961,3352,3376
TAAR1,TAAR1-2,4768,4906,3441,7313,8637,7621
