gene,fdr
AP1M1,0.9865002242840905
AP1M2,0.9999999999985838
AP1S1,0.9999999999985838
AP1S2,0.9999999999985838
AP1S3,0.9999999999985838
AP2A1,0.03629714030950886
AP2A2,0.9999999999985838
AP2B1,0.1231383647712496
AP2M1,9.398048917877196e-5
AP2S1,9.97659027506326e-5
AP3B1,0.9999999999985838
AP3B2,0.9999999999985838
AP3D1,0.5078664951550802
AP3M1,0.9999999999985838
AP3M2,0.9999999999985838
AP3S1,0.9999999999985838
AP3S2,0.9999999999985838
AP4B1,0.9999999999985838
AP4E1,0.8139722854754516
AP4M1,0.3083383161567524
AP4S1,0.9999999999985838
AP5B1,0.9999999999985838
AP5M1,0.9999999999985838
AP5S1,0.9999999999985838
AP5Z1,0.9999999999985838
APAF1,0.9999999999985838
APBA1,0.9999999999985838
APBA2,0.9999999999985838
APBA3,0.9999999999985838
APBB1,0.9999999999985838
APBB1IP,0.9999999999985838
APBB2,0.9999999999985838
APBB3,0.9999999999985838
APC,0.036168824489366945
APC2,0.9999999999985838
APCDD1,0.9999999999985838
APCDD1L,0.9999999999985838
APCS,0.39661261246783325
APEH,0.9999999999985838
APELA,0.9999999999985838
APEX1,0.9999999999985838
APEX2,0.9999999999985838
APH1A,0.043109195588755575
APH1B,0.9999999999985838
API5,0.22468351681248702
APIP,0.6838689263150625
APLF,0.9999999999985838
APLN,0.9999999999985838
APLNR,0.9999999999985838
APLP1,0.9999999999985838
APLP2,0.9999999999985838
APMAP,0.9999999999985838
APOA1,0.9999999999985838
APOA2,0.9999999999985838
APOA4,0.5879028907580212
APOA5,0.6906853098154419
APOB,0.9999999999985838
APOBEC1,0.7988506642111005
APOBEC2,0.9999999999985838
APOBEC3A,0.9999999999985838
APOBEC3B,0.9999999999985838
APOBEC3C,0.9999999999985838
APOBEC3D,0.9999999999985838
APOBEC3F,0.9999999999985838
APOBEC3G,0.9999999999985838
APOBEC3H,0.9999999999985838
APOBEC4,0.5913074511807279
APOBR,0.9999999999985838
APOC1,0.9999999999985838
APOC2,0.9999999999985838
APOC3,0.9999999999985838
APOC4,0.9999999999985838
APOD,0.9999999999985838
APOE,0.9999999999985838
APOF,0.9999999999985838
APOH,0.9999999999985838
APOL1,0.9999999999985838
APOL2,0.9793969669341008
APOL3,0.9999999999985838
APOL4,0.9999999999985838
APOL5,0.9999999999985838
APOL6,0.9999999999985838
APOLD1,0.9999999999985838
APOM,0.9999999999985838
APOO,0.9999999999985838
APOOL,0.9999999999985838
APOPT1,0.9999999999985838
APP,0.9999999999985838
APPBP2,0.9999999999985838
APPL1,0.9999999999985838
APPL2,0.9999999999985838
APRT,0.9999999999985838
APTX,0.7203790609329154
AQP1,0.9999999999985838
AQP10,0.9999999999985838
AQP11,0.9999999999985838
AQP12A,0.9999999999985838
AQP12B,0.9999999999985838
AQP2,0.9999999999985838
AQP3,0.9999999999985838
AQP4,0.9999999999985838
AQP5,0.5266802517184686
AQP6,0.9999999999985838
AQP7,0.04381248313922758
AQP8,0.9999999999985838
AQP9,0.9999999999985838
AQR,1.9485299628204186e-5
AR,0.9999999999985838
ARAF,0.9643718829832059
ARAP1,0.9999999999985838
ARAP2,0.9999999999985838
ARAP3,0.9999999999985838
ARC,0.9999999999985838
ARCN1,1.467433888730725e-4
AREG,0.9999999999985838
AREL1,0.9999999999985838
ARF1,0.05893803712796915
ARF3,0.9999999999985838
ARF4,0.13691752987506922
ARF5,0.9869186694570746
ARF6,0.9999999999985838
ARFGAP1,0.9999999999985838
ARFGAP2,0.9999999999985838
ARFGAP3,0.9999999999985838
